NAME,state,place,households_total,households_total_male,households_total_female,marital_status__male_15_over,marital_status__male_15_over_percent,marital_status__female_15_over,marital_status__female_15_over_percent,edu_high_school_over,edu_high_school_over.1,edu_bach_degree_over,edu_bach_degree_over_percent,employment_status_percent,employment_status,income_household,income_household_median,income_household_mean,income_family,income_family_median,income_family_mean,income_per_capita,income_nonfamily,income_nonfamily_median,income_nonfamily_mean,income_below_poverty_family,income_below_poverty_percent_family,income_below_poverty,income_below_poverty_percent,housing_occupancy,housing_occupancy_percent,housing_in_structure,housing_in_structure_percent,population_total,population_over_21,population_over_21_percent,population_15_to_19,population_15_to_19_percent,population_male_over_18,population_male_over_18_percent,population_female_over_18,population_female_over_18_percent,City,State
"Palo Alto city, California",6,55282,24501.0,3577.0,5184.0,25827.0,25827.0,27521.0,27521.0,43272.0,95.5,36555.0,80.6,52307,52307,24501,195781,268748,17382,242965,306980,99560,7119,101458,165013,-888888888,4.0,-888888888,7.2,27757,27757,27757,27757,66666,47521,71.3,5320,8.0,24178,48.5,25673,51.5,Palo Alto,California
"Framingham city, Massachusetts",25,24960,26320.0,4424.0,5126.0,29348.0,29348.0,27636.0,27636.0,42088.0,88.9,24430.0,51.6,55532,55532,26320,94023,125453,17897,110591,145428,46285,8423,50453,75717,-888888888,11.2,-888888888,14.5,27159,27159,27159,27159,71260,50375,70.7,5472,7.7,27205,50.9,26227,49.1,Framingham,Massachusetts
"San Bernardino city, California",6,65000,63331.0,11100.0,16706.0,88842.0,88842.0,84935.0,84935.0,100527.0,72.9,19321.0,14.0,169897,169897,63331,65311,77029,46544,66170,76919,22624,16787,41769,63971,-888888888,12.6,-888888888,15.0,66188,66188,66188,66188,222194,151031,68.0,18673,8.4,82442,50.7,80229,49.3,San Bernardino,California
"San Buenaventura (Ventura) city, California",6,65042,42288.0,6626.0,11187.0,46152.0,46152.0,47128.0,47128.0,71828.0,90.6,31477.0,39.7,91710,91710,42288,97816,118833,27499,108549,133173,46602,14789,58454,86028,-888888888,4.7,-888888888,8.4,46360,46360,46360,46360,109938,84695,77.0,7434,6.8,43792,49.8,44091,50.2,San Buenaventura (Ventura),California
"Dearborn city, Michigan",26,21000,35209.0,5959.0,8736.0,41942.0,41942.0,42414.0,42414.0,57789.0,85.9,23458.0,34.9,82553,82553,35209,61079,81637,25179,65832,90490,26989,10030,45889,57903,-888888888,18.2,-888888888,22.5,38133,38133,38133,38133,108419,73462,67.8,9126,8.4,38787,49.6,39456,50.4,Dearborn,Michigan
"San Diego city, California",6,66000,521000.0,113429.0,134936.0,597153.0,597153.0,568466.0,568466.0,868937.0,89.9,471761.0,48.8,1150367,1150367,521000,93042,124575,304324,107093,145008,48380,216676,70831,90605,-888888888,8.0,-888888888,11.7,555456,555456,555456,555456,1381600,1057949,76.6,87255,6.3,574112,51.2,547406,48.8,San Diego,California
"North Las Vegas city, Nevada",32,51800,85966.0,15259.0,23674.0,106634.0,106634.0,112274.0,112274.0,142154.0,80.4,29958.0,17.0,214223,214223,85966,67035,80764,62563,71365,83659,26498,23403,41531,62513,-888888888,13.1,-888888888,15.4,91034,91034,91034,91034,274146,192009,70.0,21469,7.8,98973,48.8,104006,51.2,North Las Vegas,Nevada
"Tulare city, California",6,80644,20974.0,2656.0,5870.0,25580.0,25580.0,26033.0,26033.0,29958.0,74.5,4653.0,11.6,50189,50189,20974,63668,78318,16197,66856,81114,23903,4777,37897,60061,-888888888,9.9,-888888888,12.4,21637,21637,21637,21637,70724,44054,62.3,7163,10.1,22778,48.5,24167,51.5,Tulare,California
"Columbia city, Missouri",29,15670,50572.0,12353.0,15076.0,49044.0,49044.0,54562.0,54562.0,70434.0,97.6,40448.0,56.1,102554,102554,50572,60662,79587,25121,92968,114930,32253,25451,34042,43237,-888888888,8.6,-888888888,20.3,55042,55042,55042,55042,126850,84902,66.9,13511,10.7,48092,47.7,52736,52.3,Columbia,Missouri
"Turlock city, California",6,80812,24885.0,3509.0,6996.0,25627.0,25627.0,29883.0,29883.0,34764.0,77.6,10411.0,23.3,54283,54283,24885,74032,91994,18027,82908,102309,31773,6858,40878,59581,-888888888,9.6,-888888888,11.6,26321,26321,26321,26321,72673,48377,66.6,6004,8.3,23861,45.9,28178,54.1,Turlock,California
"Tustin city, California",6,80854,26762.0,4635.0,6924.0,31881.0,31881.0,31086.0,31086.0,47103.0,90.8,25100.0,48.4,62363,62363,26762,98092,134733,20101,104416,149989,45734,6661,65757,76856,-888888888,8.0,-888888888,9.5,27550,27550,27550,27550,79428,55861,70.3,6220,7.8,29884,50.1,29767,49.9,Tustin,California
"Yorba Linda city, California",6,86832,24098.0,1821.0,5389.0,26936.0,26936.0,30362.0,30362.0,48425.0,94.4,27579.0,53.8,56752,56752,24098,133365,182296,18241,155445,210101,66137,5857,61596,93162,-888888888,6.2,-888888888,7.1,24897,24897,24897,24897,67992,53537,78.7,3514,5.2,26106,47.5,28854,52.5,Yorba Linda,California
"Yuba City city, California",6,86972,24176.0,4631.0,6862.0,29051.0,29051.0,27216.0,27216.0,35932.0,77.8,8104.0,17.5,54208,54208,24176,61443,74125,16495,67023,81025,26244,7681,41698,53632,-888888888,16.8,-888888888,18.5,24529,24529,24529,24529,69544,50726,72.9,4582,6.6,26765,50.5,26187,49.5,Yuba City,California
"Missoula city, Montana",30,50200,33744.0,5945.0,11023.0,30561.0,30561.0,33322.0,33322.0,49152.0,97.1,24733.0,48.9,62540,62540,33744,63270,94130,16473,92935,118288,41993,17271,43275,64116,-888888888,10.1,-888888888,16.2,35602,35602,35602,35602,74834,58898,78.7,3917,5.2,29887,48.2,32065,51.8,Missoula,Montana
"Pembroke Pines city, Florida",12,55775,64378.0,13022.0,16790.0,72305.0,72305.0,75029.0,75029.0,117262.0,92.5,46524.0,36.7,145070,145070,64378,76439,96327,42396,93947,112461,37580,21982,40940,61447,-888888888,8.4,-888888888,11.3,67317,67317,67317,67317,169388,133434,78.8,10176,6.0,69341,49.4,71008,50.6,Pembroke Pines,Florida
"Pine Hills CDP, Florida",12,56825,25752.0,4061.0,10234.0,29730.0,29730.0,35972.0,35972.0,40401.0,78.0,5999.0,11.6,62593,62593,25752,42153,51945,20745,44069,53398,16536,5007,24789,32912,-888888888,24.1,-888888888,26.7,26423,26423,26423,26423,85927,55543,64.6,9035,10.5,26295,43.8,33683,56.2,Pine Hill,Florida
"Plantation city, Florida",12,57425,36564.0,6389.0,10626.0,34571.0,34571.0,38961.0,38961.0,59932.0,92.1,28453.0,43.7,72238,72238,36564,72955,108366,23872,93048,127116,43231,12692,50075,69157,-888888888,12.5,-888888888,12.2,38622,38622,38622,38622,92981,68695,73.9,4405,4.7,32697,46.8,37158,53.2,Plantation,Florida
"Poinciana CDP, Florida",12,57900,21402.0,3602.0,5070.0,25946.0,25946.0,29168.0,29168.0,38940.0,88.8,8370.0,19.1,54288,54288,21402,57296,66652,15919,56776,70858,23134,-999999999,36420,-999999999,-888888888,13.2,-888888888,18.1,25796,25796,25796,25796,65257,48053,73.6,5578,8.5,24123,46.5,27764,53.5,Poincian,Florida
"Pompano Beach city, Florida",12,58050,48363.0,12399.0,15801.0,49250.0,49250.0,46138.0,46138.0,73721.0,86.4,27396.0,32.1,94860,94860,48363,53737,79331,25661,65401,97473,35268,22702,43503,54572,-888888888,9.5,-888888888,14.3,61793,61793,61793,61793,111356,89335,80.2,4671,4.2,47489,51.6,44492,48.4,Pompano Beach,Florida
"Conway city, Arkansas",5,15190,25251.0,4199.0,8282.0,25468.0,25468.0,27794.0,27794.0,34717.0,95.6,15257.0,42.0,52533,52533,25251,53029,73726,14924,64730,95546,28749,10327,30061,36617,-888888888,10.9,-888888888,17.6,27470,27470,27470,27470,65126,44051,67.6,6522,10.0,24138,46.9,27309,53.1,Conway,Arkansas
"Costa Mesa city, California",6,16532,43711.0,10494.0,11968.0,46787.0,46787.0,45681.0,45681.0,73925.0,91.0,35153.0,43.3,91763,91763,43711,97904,127365,25733,105583,144701,51961,17978,85775,97364,-888888888,5.3,-888888888,8.6,45564,45564,45564,45564,110750,87172,78.7,4528,4.1,44773,50.0,44758,50.0,Costa Mesa,California
"Hoover city, Alabama",1,35896,36721.0,5771.0,8123.0,36941.0,36941.0,37749.0,37749.0,63707.0,97.0,43219.0,65.8,73403,73403,36721,99276,124562,25215,127397,154781,50046,11506,41621,57314,-888888888,2.4,-888888888,6.0,38821,38821,38821,38821,92588,68274,73.7,5324,5.8,34753,49.2,35838,50.8,Hoover,Alabama
"Huntsville city, Alabama",1,37000,96551.0,23324.0,28805.0,88598.0,88598.0,90817.0,90817.0,139081.0,92.7,73325.0,48.9,177146,177146,96551,70757,95849,54387,91448,120886,42232,42164,43350,61473,-888888888,10.0,-888888888,13.4,104141,104141,104141,104141,215482,164327,76.3,11429,5.3,86148,49.6,87570,50.4,Huntsville,Alabama
"Peoria city, Arizona",4,54050,75479.0,10824.0,18018.0,78981.0,78981.0,83335.0,83335.0,130157.0,92.9,50079.0,35.7,158505,158505,75479,92566,114355,51578,112348,127277,44504,23901,54011,77059,-888888888,5.3,-888888888,7.8,78694,78694,78694,78694,194910,146767,75.3,13739,7.0,73767,48.5,78306,51.5,Peoria,Arizona
"Savannah city, Georgia",13,69000,59612.0,12704.0,22709.0,56724.0,56724.0,62964.0,62964.0,84768.0,90.0,30836.0,32.7,117972,117972,59612,49612,65244,33496,60153,79226,26374,26116,36898,44764,-888888888,13.2,-888888888,18.9,68618,68618,68618,68618,147087,106235,72.2,9385,6.4,54741,47.4,60650,52.6,Savannah,Georgia
"Scottsdale city, Arizona",4,65000,119122.0,20291.0,34916.0,101520.0,101520.0,114818.0,114818.0,190912.0,97.6,118277.0,60.4,213895,213895,119122,99097,151784,65707,126694,195300,74952,53415,67900,96598,-888888888,4.2,-888888888,7.2,138984,138984,138984,138984,242754,204758,84.3,9834,4.1,97903,46.6,112239,53.4,Scottsdale,Arizona
"South Fulton city, Georgia",13,72122,41405.0,7222.0,16094.0,35479.0,35479.0,47564.0,47564.0,64427.0,90.3,30383.0,42.6,82902,82902,41405,73958,89691,26903,80485,101590,33981,14502,52424,64374,-888888888,11.3,-888888888,16.8,44910,44910,44910,44910,108573,75289,69.3,7066,6.5,32485,41.6,45655,58.4,South Fulton,Georgia
"Rockford city, Illinois",17,65000,59909.0,14815.0,21117.0,56880.0,56880.0,60388.0,60388.0,85906.0,86.8,23973.0,24.2,115148,115148,59909,44525,62175,34000,57955,77245,25600,25909,30515,40613,-888888888,14.7,-888888888,20.6,66905,66905,66905,66905,148539,105327,70.9,9961,6.7,54248,48.9,56789,51.1,Rockford,Illinois
"Fairfield city, California",6,23182,38097.0,5976.0,10499.0,46143.0,46143.0,46270.0,46270.0,67108.0,86.5,21689.0,28.0,90943,90943,38097,90346,111091,27941,97087,121827,35688,10156,58365,65866,-888888888,7.5,-888888888,12.3,40027,40027,40027,40027,119710,83862,70.1,7302,6.1,43852,50.2,43442,49.8,Fairfield,California
"Carmel city, Indiana",18,10342,39994.0,4312.0,8698.0,39729.0,39729.0,43302.0,43302.0,69225.0,98.1,52045.0,73.7,81702,81702,39994,106990,157122,27067,155115,199781,63385,12927,54681,67287,-888888888,1.8,-888888888,3.4,42773,42773,42773,42773,100780,75576,75.0,6554,6.5,37511,47.8,40970,52.2,Carmel,Indiana
"Huntington Beach city, California",6,36000,79930.0,14276.0,21412.0,82517.0,82517.0,85700.0,85700.0,137677.0,93.2,70689.0,47.8,165763,165763,79930,107808,137464,50902,131763,160553,56934,29028,71120,90190,-888888888,5.0,-888888888,8.7,83658,83658,83658,83658,196650,156126,79.4,9625,4.9,78923,48.8,82649,51.2,Huntington Beach,California
"Indio city, California",6,36448,34673.0,6380.0,9108.0,38393.0,38393.0,38459.0,38459.0,52514.0,78.3,12085.0,18.0,75928,75928,34673,66841,86009,22614,79174,100230,34212,12059,32160,54370,-888888888,4.1,-888888888,7.0,40749,40749,40749,40749,90421,69771,77.2,6030,6.7,37041,50.6,36123,49.4,Indio,California
"Inglewood city, California",6,36546,37972.0,9117.0,14942.0,40663.0,40663.0,45580.0,45580.0,57996.0,77.8,18904.0,25.3,84793,84793,37972,68135,81042,23461,73634,85634,30559,14511,51908,69154,-888888888,14.5,-888888888,16.0,40083,40083,40083,40083,105179,79590,75.7,5204,4.9,38674,46.7,44158,53.3,Inglewood,California
"Sioux City city, Iowa",19,73335,33659.0,6238.0,8616.0,34366.0,34366.0,33580.0,33580.0,46677.0,84.2,11398.0,20.6,67028,67028,33659,55622,75127,22466,70709,85514,28668,11193,37279,45924,-888888888,16.9,-888888888,18.1,35109,35109,35109,35109,86369,60054,69.5,6670,7.7,32279,50.4,31739,49.6,Sioux City,Iowa
"Shawnee city, Kansas",20,64500,27114.0,3741.0,6340.0,26653.0,26653.0,27434.0,27434.0,44949.0,96.2,25503.0,54.6,52608,52608,27114,92844,116895,18276,116327,145371,47481,8838,43791,54708,-888888888,1.8,-888888888,6.1,28651,28651,28651,28651,67521,49519,73.3,4420,6.5,25604,49.5,26113,50.5,Shawnee,Kansas
"New Orleans city, Louisiana",22,55000,158827.0,38340.0,66621.0,146613.0,146613.0,167808.0,167808.0,243872.0,89.8,112654.0,41.5,310676,310676,158827,46942,79759,74396,68102,106648,35587,84431,33243,54813,-888888888,18.9,-888888888,24.8,194701,194701,194701,194701,376971,288744,76.6,19844,5.3,140614,46.5,161870,53.5,New Orleans,Louisiana
"Louisville/Jefferson County metro government (balance), Kentucky",21,48006,264336.0,56993.0,85128.0,246658.0,246658.0,265694.0,265694.0,390043.0,90.5,142949.0,33.2,504444,504444,264336,57182,80819,157259,73057,98244,34088,107077,38001,51962,-888888888,11.4,-888888888,15.7,288859,288859,288859,288859,628577,463308,73.7,40005,6.4,235105,48.1,253271,51.9,Louisville/Jefferson County metro government (bal,Kentucky
"Pasadena city, California",6,56000,56992.0,13637.0,15979.0,58921.0,58921.0,56874.0,56874.0,90159.0,88.3,56718.0,55.6,114617,114617,56992,86677,131546,30255,119881,161951,55847,26737,66851,95091,-888888888,6.1,-888888888,11.9,64644,64644,64644,64644,135745,108220,79.7,6085,4.5,56260,50.3,55601,49.7,Pasadena,California
"Haverhill city, Massachusetts",25,29405,25293.0,3340.0,8226.0,25381.0,25381.0,29333.0,29333.0,41135.0,89.9,12899.0,28.2,53302,53302,25293,80388,94356,17448,98227,105597,35746,7845,44801,57122,-888888888,10.6,-888888888,14.7,26413,26413,26413,26413,67356,49102,72.9,5047,7.5,23429,45.6,27991,54.4,Haverhill,Massachusetts
"Springfield city, Massachusetts",25,67000,57806.0,9498.0,26336.0,58301.0,58301.0,65663.0,65663.0,77325.0,80.3,21418.0,22.3,121502,121502,57806,42498,57178,35715,54212,63896,21954,22091,27468,40463,-888888888,22.1,-888888888,27.9,62032,62032,62032,62032,154788,105308,68.0,14766,9.5,54212,46.6,62161,53.4,Springfield,Massachusetts
"San Francisco city, California",6,67000,350796.0,89479.0,95377.0,367492.0,367492.0,351430.0,351430.0,577897.0,89.2,394580.0,60.9,713617,713617,350796,121826,181909,170287,150429,224909,80383,180509,91445,136860,-888888888,6.7,-888888888,11.3,412269,412269,412269,412269,815201,682312,83.7,30564,3.7,358628,51.1,342546,48.9,San Francisco,California
"Grand Rapids city, Michigan",26,34000,79486.0,16108.0,28261.0,79560.0,79560.0,82744.0,82744.0,118957.0,90.2,53123.0,40.3,159622,159622,79486,59596,73592,42481,74569,87355,30939,37005,43664,53817,-888888888,12.8,-888888888,17.1,85623,85623,85623,85623,197423,146492,74.2,13063,6.6,75693,48.7,79601,51.3,Grand Rapids,Michigan
"Paradise CDP, Nevada",32,54600,78005.0,21371.0,22701.0,78478.0,78478.0,76788.0,76788.0,111203.0,84.4,31273.0,23.7,153400,153400,78005,50096,65981,41504,56980,76883,28275,36501,38429,50743,-888888888,17.9,-888888888,21.5,95898,95898,95898,95898,185849,141710,76.3,9410,5.1,75840,50.4,74746,49.6,Paradis,Nevada
"South Gate city, California",6,73080,24891.0,5090.0,6463.0,36860.0,36860.0,37338.0,37338.0,36547.0,59.6,6733.0,11.0,72447,72447,24891,65351,77810,20557,64871,78149,22035,4334,30837,47252,-888888888,12.1,-888888888,13.3,25375,25375,25375,25375,91148,66350,72.8,7049,7.7,34365,49.4,35266,50.6,South Gate,California
"Union City city, California",6,81204,21637.0,2825.0,4279.0,29294.0,29294.0,30405.0,30405.0,44346.0,85.2,21204.0,40.7,58774,58774,21637,114700,154859,17091,126134,166046,51060,4546,88247,106839,-888888888,4.7,-888888888,6.9,22527,22527,22527,22527,68668,54858,79.9,4232,6.2,27965,49.0,29059,51.0,Union City,California
"Rockville city, Maryland",24,67675,25537.0,3629.0,6595.0,26037.0,26037.0,28136.0,28136.0,45000.0,92.3,32233.0,66.1,53699,53699,25537,118903,143520,17049,146679,169891,55158,8488,75756,84983,-888888888,6.6,-888888888,9.5,26760,26760,26760,26760,67133,50942,75.9,3015,4.5,24761,47.4,27520,52.6,Rockville,Maryland
"Upland city, California",6,81344,26052.0,4038.0,6135.0,31371.0,31371.0,34573.0,34573.0,47461.0,88.3,17089.0,31.8,64667,64667,26052,88346,112228,20007,93737,120035,37975,6045,38914,69711,-888888888,11.7,-888888888,13.1,26423,26423,26423,26423,79264,58766,74.1,5035,6.4,29456,47.3,32789,52.7,Upland,California
"Port Charlotte CDP, Florida",12,58350,29120.0,4128.0,7644.0,27996.0,27996.0,31203.0,31203.0,47155.0,89.8,10291.0,19.6,58527,58527,29120,54814,68400,18981,65617,77094,30169,10139,36050,48279,-888888888,8.2,-888888888,13.1,33195,33195,33195,33195,65671,54762,83.4,3863,5.9,26875,47.3,29936,52.7,Port Charlott,Florida
"Port St. Lucie city, Florida",12,58715,77190.0,10854.0,20216.0,90095.0,90095.0,92476.0,92476.0,142638.0,90.0,45584.0,28.8,179892,179892,77190,71381,87590,56552,80573,97455,32151,20638,45489,53784,-888888888,5.6,-888888888,9.1,84820,84820,84820,84820,217535,167153,76.8,13463,6.2,85114,48.8,89301,51.2,Port St. Lucie,Florida
"Riverview CDP, Florida",12,60950,40114.0,5578.0,9786.0,43783.0,43783.0,44880.0,44880.0,72489.0,93.2,27645.0,35.5,88037,88037,40114,81195,94705,29785,89329,100643,33926,10329,64331,68761,-888888888,4.4,-888888888,6.7,42959,42959,42959,42959,114560,81502,71.1,4985,4.4,42301,49.5,43206,50.5,Rivervie,Florida
"Flagstaff city, Arizona",4,23620,29435.0,7373.0,6655.0,32844.0,32844.0,33362.0,33362.0,38560.0,95.0,19353.0,47.7,64986,64986,29435,61386,84138,14566,94896,115026,31629,14869,35250,52537,-888888888,10.5,-888888888,20.5,32601,32601,32601,32601,76984,49295,64.0,12780,16.6,31316,48.9,32667,51.1,Flagstaff,Arizona
"Phoenix city, Arizona",4,55000,602039.0,124480.0,166274.0,651731.0,651731.0,644961.0,644961.0,891584.0,83.7,349369.0,32.8,1270317,1270317,602039,68435,93870,385022,79209,106160,35073,217017,46972,65331,-888888888,10.7,-888888888,14.9,644625,644625,644625,644625,1624539,1159337,71.4,114860,7.1,611713,50.0,611358,50.0,Phoenix,Arizona
"Tempe city, Arizona",4,73000,77306.0,23081.0,21311.0,85939.0,85939.0,76515.0,76515.0,108945.0,93.8,57044.0,49.1,160795,160795,77306,68662,92446,34771,84805,104025,39225,42535,53828,80184,-888888888,10.9,-888888888,16.7,83172,83172,83172,83172,184109,141265,76.7,15232,8.3,84203,53.3,73689,46.7,Tempe,Arizona
"Irvine city, California",6,36770,111648.0,18283.0,27141.0,119137.0,119137.0,126205.0,126205.0,191546.0,95.8,136492.0,68.3,240593,240593,111648,105774,147440,70365,145743,176927,54053,41283,72447,95021,-888888888,8.1,-888888888,11.4,122260,122260,122260,122260,309014,216301,70.0,23265,7.5,113977,48.8,119775,51.2,Irvine,California
"Ames city, Iowa",19,1855,25901.0,7334.0,8499.0,31037.0,31037.0,29397.0,29397.0,28333.0,95.0,18626.0,62.5,60072,60072,25901,52005,76891,-999999999,118105,-999999999,31600,16572,36069,40726,-888888888,7.4,-888888888,29.3,27954,27954,27954,27954,66422,41949,63.2,12308,18.5,30102,51.2,28684,48.8,Ames,Iowa
"Topeka city, Kansas",20,71000,55844.0,13649.0,18032.0,50183.0,50183.0,53290.0,53290.0,80993.0,93.1,26192.0,30.1,102020,102020,55844,49040,66484,29176,66468,85530,30319,26668,34171,41279,-888888888,13.8,-888888888,17.6,61068,61068,61068,61068,125969,94978,75.4,7116,5.6,47548,48.3,50985,51.7,Topeka,Kansas
"Perris city, California",6,56700,19923.0,2916.0,3247.0,32354.0,32354.0,30060.0,30060.0,34851.0,71.9,4779.0,9.9,61051,61051,19923,69843,84897,17439,72250,88251,22303,-999999999,25743,-999999999,-888888888,10.0,-888888888,11.5,19964,19964,19964,19964,79831,53675,67.2,6996,8.8,30022,51.5,28231,48.5,Perris,California
"Columbia CDP, Maryland",24,19125,42050.0,7800.0,12032.0,40056.0,40056.0,44724.0,44724.0,70061.0,95.5,48238.0,65.7,83577,83577,42050,110002,134008,28330,122121,151059,54463,13720,86277,92633,-888888888,8.6,-888888888,8.9,43548,43548,43548,43548,104043,78986,75.9,4792,4.6,38514,47.2,43163,52.8,Columbi,Maryland
"Lawrence city, Massachusetts",25,34550,30366.0,5418.0,13077.0,31426.0,31426.0,37138.0,37138.0,37864.0,70.2,7764.0,14.4,67261,67261,30366,49087,63459,21884,48349,64422,21913,8482,23677,43119,-888888888,15.7,-888888888,17.1,31378,31378,31378,31378,88511,60288,68.1,6876,7.8,29551,45.8,34951,54.2,Lawrence,Massachusetts
"Detroit city, Michigan",26,22000,251729.0,68744.0,115743.0,234868.0,234868.0,265416.0,265416.0,352812.0,84.2,75922.0,18.1,491793,491793,251729,36140,52157,132517,42577,60267,22122,119212,26359,39542,-888888888,26.2,-888888888,30.2,322906,322906,322906,322906,632589,448237,70.9,42969,6.8,221677,46.7,253213,53.3,Detroit,Michigan
"San Jose city, California",6,68000,322881.0,59275.0,70972.0,415613.0,415613.0,396948.0,396948.0,594110.0,85.9,317067.0,45.8,799912,799912,322881,126377,170959,229875,141783,187863,57357,93006,78331,113250,-888888888,4.8,-888888888,7.4,340561,340561,340561,340561,983530,741814,75.4,59752,6.1,395904,51.1,378674,48.9,San Jose,California
"San Leandro city, California",6,68084,30977.0,6033.0,8913.0,38229.0,38229.0,39280.0,39280.0,56038.0,83.5,20292.0,30.2,75968,75968,30977,84017,106970,20043,97777,123811,39188,10934,35321,66330,-888888888,5.3,-888888888,8.8,32100,32100,32100,32100,88878,72425,81.5,4485,5.0,36585,49.0,38076,51.0,San Leandro,California
"Reno city, Nevada",32,60600,110993.0,26459.0,31496.0,111501.0,111501.0,111413.0,111413.0,161087.0,86.9,66467.0,35.9,219436,219436,110993,67478,90551,60766,83844,110565,37989,50227,46952,63019,-888888888,9.6,-888888888,14.0,116918,116918,116918,116918,268843,202419,75.3,16046,6.0,106802,50.1,106408,49.9,Reno,Nevada
"Vacaville city, California",6,81554,33777.0,3427.0,7760.0,45699.0,45699.0,40264.0,40264.0,66726.0,91.1,19427.0,26.5,84593,84593,33777,97777,112874,25036,101699,120161,38399,8741,67514,82179,-888888888,5.0,-888888888,5.7,35398,35398,35398,35398,103092,79023,76.7,5533,5.4,43179,52.4,39192,47.6,Vacaville,California
"Vallejo city, California",6,81666,43906.0,7348.0,14148.0,49608.0,49608.0,54556.0,54556.0,78504.0,88.5,24949.0,28.1,102270,102270,43906,77711,100760,28984,94794,111580,37204,14922,40753,61013,-888888888,9.8,-888888888,13.0,45319,45319,45319,45319,124869,95112,76.2,7436,6.0,47776,47.8,52080,52.2,Vallejo,California
