NAME,state,place,K200101_001E,K200101_002E,K200101_003E,K200103_001E,K200103_002E,K200103_003E,K200104_001E,K200104_003E,K200104_004E,K200104_005E,K200104_006E,K200104_007E
"Titusville city, Florida",12,71900,48877,24202,24675,43.9,43.3,44.2,87862,6073,12380,12488,14750,12330
"Town 'n' Country CDP, Florida",12,72145,87862,41232,46630,40.7,39.8,41.6,48411,12902,10708,4700,4117,4262
"University CDP (Hillsborough County), Florida",12,73163,48411,23716,24695,27.4,26.3,28.3,38572,22538,3254,2867,2571,1327
"University CDP (Orange County), Florida",12,73172,38572,16988,21584,20.4,20.8,20.2,40444,2558,4689,5077,6436,5832
"Valrico CDP, Florida",12,73700,40444,19952,20492,43.5,41.2,45.1,26048,733,1420,919,2527,5417
"Venice city, Florida",12,73900,26048,11812,14236,66.3,66.2,66.5,28650,1118,3174,3275,3128,5078
"Vero Beach South CDP, Florida",12,74200,28650,13908,14742,54.2,49.0,56.0,23347,1254,2662,2828,3376,3086
"Wekiwa Springs CDP, Florida",12,75725,23347,10703,12644,42.9,42.9,42.9,61450,4779,5777,9234,8531,5885
"Wellington village, Florida",12,75812,61450,29337,32113,41.2,40.5,41.8,77319,7748,7660,11941,12186,6479
"Wesley Chapel CDP, Florida",12,75875,77319,39475,37844,34.9,31.9,36.0,31099,3670,4536,4352,5376,3810
"Westchase CDP, Florida",12,76062,31099,14804,16295,38.4,34.4,42.0,49549,5521,6303,4282,7486,9461
"Westchester CDP, Florida",12,76075,49549,23423,26126,51.8,50.5,53.9,29032,1719,2799,4026,3876,5608
"West Little River CDP, Florida",12,76487,29032,14632,14400,46.1,45.5,46.8,27829,1874,4208,2892,3983,2897
"West Melbourne city, Florida",12,76500,27829,13543,14286,37.5,35.3,39.3,67322,6257,4253,8315,11950,9184
"Weston city, Florida",12,76582,67322,30668,36654,40.0,40.6,38.8,117253,9673,16499,16336,15741,13477
"West Palm Beach city, Florida",12,76600,117253,57146,60107,42.2,39.2,46.2,46502,2178,4794,8445,6057,4735
"Winter Garden city, Florida",12,78250,46502,21620,24882,36.1,39.1,34.5,52695,4217,7497,6015,6228,5672
"Winter Haven city, Florida",12,78275,52695,25460,27235,37.4,38.3,36.1,29130,2970,3311,3544,3594,3530
"Winter Park city, Florida",12,78300,29130,14088,15042,41.2,41.0,41.2,38331,3073,3717,5003,5034,4439
"Winter Springs city, Florida",12,78325,38331,17575,20756,43.0,41.5,45.0,32722,1110,1586,5591,6809,4325
"World Golf Village CDP, Florida",12,78740,32722,15800,16922,44.5,44.5,44.4,19965,1845,4196,2271,2242,3205
"Wright CDP, Florida",12,78800,19965,10687,9278,37.4,36.2,43.0,20103,3021,2517,1693,1322,3045
"Yulee CDP, Florida",12,79175,20103,10836,9267,34.3,30.9,39.9,20901,1510,3152,2002,1566,2647
"Zephyrhills city, Florida",12,79225,20901,8103,12798,42.1,40.5,42.6,19373,1971,3215,2354,3439,2013
"Acworth city, Georgia",13,00408,19373,10459,8914,38.6,34.1,44.6,67146,8192,8260,9109,6561,8186
"Albany city, Georgia",13,01052,67146,31272,35874,36.3,34.5,37.5,66108,5151,6842,8674,10507,10784
"Alpharetta city, Georgia",13,01696,66108,33837,32271,40.6,37.2,43.9,126006,33756,20750,13484,11093,11378
"Athens-Clarke County unified government (balance), Georgia",13,03440,126006,60263,65743,29.0,27.9,30.0,496480,67799,103338,73086,53655,49894
"Atlanta city, Georgia",13,04000,496480,243807,252673,34.3,34.0,34.6,200032,22173,31463,24969,20937,24358
"Augusta-Richmond County consolidated government (balance), Georgia",13,04204,200032,98273,101759,35.2,32.9,37.8,55365,4832,12677,9772,5264,6323
"Brookhaven city, Georgia",13,10944,55365,27012,28353,33.7,34.9,32.4,20663,1047,1041,3528,3490,858
"Buford city, Georgia",13,11784,20663,11392,9271,37.4,21.5,44.2,21280,1201,3826,2507,2715,3479
"Candler-McAfee CDP, Georgia",13,12834,21280,10993,10287,43.4,45.2,42.3,34580,4144,6352,3636,3319,3135
"Canton city, Georgia",13,12988,34580,16134,18446,31.4,31.1,31.8,27488,5019,6837,2244,2166,1469
"Carrollton city, Georgia",13,13492,27488,10261,17227,28.0,30.4,27.5,24476,1910,2655,3020,2704,4048
"Cartersville city, Georgia",13,13688,24476,11946,12530,44.1,44.1,44.1,29777,3074,7485,5649,3666,1871
"Chamblee city, Georgia",13,15172,29777,16671,13106,32.9,32.6,33.7,205617,19826,32829,27196,22172,23540
"Columbus city, Georgia",13,19000,205617,99583,106034,34.7,32.4,36.0,34281,3185,5152,4807,2882,3963
"Dalton city, Georgia",13,21380,34281,17519,16762,31.6,30.0,35.2,24569,2019,2152,2835,3913,2677
"Decatur city, Georgia",13,22052,24569,11644,12925,37.2,31.6,40.0,35557,3160,5026,7785,4735,3217
"Douglasville city, Georgia",13,23900,35557,15227,20330,36.4,36.8,36.3,20135,2689,2355,1366,1981,3496
"Dublin city, Georgia",13,24376,20135,9623,10512,38.6,32.8,41.3,31868,1661,4943,4983,4821,5588
"Duluth city, Georgia",13,24600,31868,14460,17408,40.9,38.7,43.6,50901,3807,9290,7344,4947,4452
"Dunwoody city, Georgia",13,24768,50901,24501,26400,35.0,34.8,35.3,38145,1447,4817,8471,6091,4996
"East Point city, Georgia",13,25720,38145,19265,18880,40.0,41.6,37.9,35211,4449,2800,3640,4502,4491
"Evans CDP, Georgia",13,28044,35211,17294,17917,42.2,40.4,44.8,43413,5034,7183,4520,6011,3969
"Gainesville city, Georgia",13,31908,43413,20887,22526,33.9,33.2,35.6,23332,1999,3470,2427,3412,2974
"Griffin city, Georgia",13,35324,23332,11638,11694,32.7,30.1,35.6,35428,4393,5977,5309,2378,3121
"Hinesville city, Georgia",13,38964,35428,17620,17808,29.2,26.6,31.9,82078,4351,8378,10518,14133,11369
"Johns Creek city, Georgia",13,42425,82078,40778,41300,39.5,38.5,40.8,33039,2416,4451,5552,5412,2550
"Kennesaw city, Georgia",13,43192,33039,14844,18195,37.0,33.8,40.3,31554,1836,6885,4608,3589,2628
"LaGrange city, Georgia",13,44340,31554,15472,16082,36.8,35.9,38.5,30510,4044,3576,3635,4293,3870
"Lawrenceville city, Georgia",13,45488,30510,15065,15445,34.7,32.0,37.8,39014,4057,4963,4022,5143,6039
"Mableton CDP, Georgia",13,48288,39014,16584,22430,39.4,34.0,41.5,30356,5099,2080,3787,6682,4405
"McDonough city, Georgia",13,48624,30356,14020,16336,38.4,24.8,44.6,156762,16783,22481,17928,17030,19559
"Macon-Bibb County, Georgia",13,49008,156762,74273,82489,35.7,33.4,37.4,61491,10214,11626,6805,6210,6879
"Marietta city, Georgia",13,49756,61491,28921,32570,34.1,31.8,37.1,32627,3684,3604,4481,4704,4533
"Martinez CDP, Georgia",13,50036,32627,16371,16256,42.2,41.1,44.3,41254,3161,3226,7157,7389,6278
"Milton city, Georgia",13,51670,41254,18986,22268,41.5,41.4,42.1,43300,2577,8570,4887,5446,4534
"Newnan city, Georgia",13,55020,43300,20947,22353,35.6,35.9,35.4,38819,4081,2563,3957,4498,5223
"Peachtree City city, Georgia",13,59724,38819,17917,20902,41.9,41.6,42.1,42096,3502,6194,5974,6019,6248
"Peachtree Corners city, Georgia",13,59735,42096,20281,21815,40.2,40.9,39.4,21096,2740,3373,2724,2851,1271
"Perry city, Georgia",13,60340,21096,9690,11406,34.0,31.9,36.2,26926,1208,6127,2760,5634,893
"Pooler city, Georgia",13,62104,26926,12634,14292,36.1,33.7,36.6,26960,2831,3007,3957,3733,3971
"Redan CDP, Georgia",13,63952,26960,11564,15396,41.1,32.8,43.4,37754,3961,4515,4858,5020,4272
"Rome city, Georgia",13,66668,37754,17409,20345,37.6,38.1,37.5,92532,5873,11669,14158,14182,11450
"Roswell city, Georgia",13,67284,92532,46839,45693,37.5,35.8,37.9,22433,977,5107,2333,1868,2305
"St. Marys city, Georgia",13,67984,22433,10786,11647,30.6,31.0,29.4,107179,7503,22108,13599,16639,12443
"Sandy Springs city, Georgia",13,68516,107179,50101,57078,37.2,37.4,36.7,147087,21195,25093,18760,12226,17357
"Savannah city, Georgia",13,69000,147087,69592,77495,33.1,32.4,34.0,55682,3737,8678,10142,10112,5794
"Smyrna city, Georgia",13,71492,55682,28236,27446,39.0,37.9,40.0,21651,2141,2232,2636,2377,2657
"Snellville city, Georgia",13,71604,21651,9806,11845,38.0,38.4,37.4,108573,6772,16481,15758,15418,11937
"South Fulton city, Georgia",13,72122,108573,47393,61180,35.4,34.3,37.3,33394,13866,4242,1754,2475,2919
"Statesboro city, Georgia",13,73256,33394,13535,19859,22.9,23.2,22.7,29156,3274,2820,4810,4259,5045
"Stockbridge city, Georgia",13,73704,29156,13505,15651,41.9,47.4,41.0,59858,6047,8934,9589,8169,6223
"Stonecrest city, Georgia",13,73784,59858,25910,33948,38.2,34.4,40.4,25258,1565,2268,3444,5498,3480
"Sugar Hill city, Georgia",13,74180,25258,13369,11889,44.1,43.7,46.0,24970,3150,2481,2178,6821,2325
"Suwanee city, Georgia",13,74936,24970,11795,13175,38.1,38.2,35.0,36848,3538,3988,5920,6494,5267
"Tucker city, Georgia",13,77652,36848,19478,17370,45.2,44.5,46.3,27365,3587,6389,1908,2542,2425
"Union City city, Georgia",13,78324,27365,11596,15769,27.5,25.5,27.7,55572,10002,8671,8686,4267,5173
"Valdosta city, Georgia",13,78800,55572,26790,28782,32.0,30.7,33.9,82252,8633,13940,10112,10663,9886
"Warner Robins city, Georgia",13,80508,82252,38850,43402,33.5,33.5,33.5,36206,2904,3640,8509,5514,3311
"Woodstock city, Georgia",13,84176,36206,17660,18546,39.8,40.5,37.8,49826,1710,4238,6417,6915,6697
"East Honolulu CDP, Hawaii",15,06290,49826,25110,24716,50.1,48.3,53.1,30024,1766,4462,4769,3723,3038
"Ewa Gentry CDP, Hawaii",15,07470,30024,15432,14592,35.6,34.9,35.8,55567,4685,7966,5955,6077,7701
"Hilo CDP, Hawaii",15,14650,55567,26390,29177,40.5,38.2,43.3,24160,1913,3141,3784,2411,3759
"Kahului CDP, Hawaii",15,22700,24160,11975,12185,37.9,37.6,38.2,42892,2819,4567,6232,6009,5777
"Kailua CDP (Honolulu County), Hawaii",15,23150,42892,21419,21473,42.9,41.2,45.4,33358,1854,5352,4323,3068,4977
"Kaneohe CDP, Hawaii",15,28250,33358,15733,17625,49.0,47.3,50.9,21090,2094,2784,4070,2712,3185
"Kapolei CDP, Hawaii",15,30300,21090,11314,9776,38.7,36.5,41.4,23161,2063,1910,4652,3707,3086
"Kihei CDP, Hawaii",15,36500,23161,10024,13137,44.0,45.5,43.3,21920,1416,4327,2354,2508,2648
"Makakilo CDP, Hawaii",15,47600,21920,10802,11118,31.9,32.9,31.3,24548,1066,3295,4109,3331,4000
"Mililani Mauka CDP, Hawaii",15,51000,24548,12603,11945,37.0,35.9,38.2,25422,1999,3358,2621,2715,3496
"Mililani Town CDP, Hawaii",15,51050,25422,12748,12674,42.7,44.2,41.4,45021,3645,4699,5274,4564,6342
"Pearl City CDP, Hawaii",15,62600,45021,22779,22242,43.0,40.6,46.0,345532,27659,52369,46255,45079,42666
"Urban Honolulu CDP, Hawaii",15,71550,345532,172555,172977,43.7,41.6,46.0,40414,4196,6377,4510,4188,4731
"Waipahu CDP, Hawaii",15,79700,40414,20464,19950,36.6,34.9,37.4,237457,22279,36841,35897,27389,29890
"Boise City city, Idaho",16,08830,237457,118581,118876,37.2,36.5,37.7,63625,7633,11525,6952,5419,6707
"Caldwell city, Idaho",16,12250,63625,29218,34407,30.3,29.7,30.7,55901,4467,7299,8577,5855,5656
"Coeur d'Alene city, Idaho",16,16750,55901,27576,28325,40.2,37.5,40.7,32099,2140,2182,3909,5657,3901
"Eagle city, Idaho",16,23410,32099,15893,16206,45.1,45.5,44.5,66895,6742,9775,7879,7867,6804
"Idaho Falls city, Idaho",16,39700,66895,31184,35711,35.0,34.8,35.7,26676,3775,4709,2995,3866,2380
"Kuna city, Idaho",16,44290,26676,13545,13131,32.1,32.5,31.6,34478,4346,3262,5001,3600,4465
"Lewiston city, Idaho",16,46540,34478,16076,18402,40.2,40.6,39.8,125959,9464,15397,19120,17518,15102
"Meridian city, Idaho",16,52120,125959,60767,65192,39.7,39.7,39.9,23442,8192,4620,2417,1298,1734
"Moscow city, Idaho",16,54550,23442,11705,11737,26.6,27.2,26.1,106186,10081,17663,15535,11794,9744
"Nampa city, Idaho",16,56260,106186,53203,52983,34.5,34.2,35.3,57090,7799,8485,8186,6578,5112
"Pocatello city, Idaho",16,64090,57090,28091,28999,33.4,33.3,33.4,42611,5183,6624,3772,3944,7863
"Post Falls city, Idaho",16,64810,42611,21822,20789,38.2,37.9,38.4,33850,13716,6333,1722,940,1586
"Rexburg city, Idaho",16,67420,33850,16484,17366,22.7,23.1,22.4,53211,6143,6935,8006,5937,4065
"Twin Falls city, Idaho",16,82810,53211,25680,27531,35.4,35.1,35.8,35410,4340,4781,4311,4078,5307
"Addison village, Illinois",17,00243,35410,18184,17226,40.6,36.3,42.6,32803,3589,5318,2932,5508,4515
"Algonquin village, Illinois",17,00685,32803,17034,15769,33.5,32.9,35.1,20083,953,2328,3100,2532,2666
"Alsip village, Illinois",17,01010,20083,10307,9776,38.0,30.6,44.9,25433,1641,3280,3034,2504,3057
"Alton city, Illinois",17,01114,25433,12368,13065,37.0,35.4,37.3,75579,4473,9510,9644,12161,9608
"Arlington Heights village, Illinois",17,02154,75579,37206,38373,43.5,43.7,43.3,183491,17196,22358,28225,28625,18435
"Aurora city, Illinois",17,03012,183491,91474,92017,36.5,35.5,38.3,36681,2302,4611,4746,5810,5481
"Bartlett village, Illinois",17,04013,36681,17597,19084,40.2,40.8,39.8,27957,2001,2372,4140,3894,2987
"Batavia city, Illinois",17,04078,27957,13158,14799,39.9,38.0,41.5,41752,2996,5400,4897,5057,6161
"Belleville city, Illinois",17,04845,41752,18584,23168,38.0,35.9,38.6,21450,2237,3089,2268,2521,2430
"Bellwood village, Illinois",17,04975,21450,10478,10972,34.7,34.9,33.9,25328,1898,2570,5091,2323,3275
"Belvidere city, Illinois",17,05092,25328,10782,14546,36.8,37.1,35.8,55765,6815,6410,9513,9829,6448
"Berwyn city, Illinois",17,05573,55765,29369,26396,38.7,37.1,42.0,20926,1132,2470,1937,3137,2634
"Bloomingdale village, Illinois",17,06587,20926,10111,10815,49.0,47.0,50.4,78283,11083,11523,11059,8558,8572
"Bloomington city, Illinois",17,06613,78283,39761,38522,34.1,31.5,36.2,74526,9978,10282,9757,10750,10608
"Bolingbrook village, Illinois",17,07133,74526,36366,38160,37.0,36.6,37.8,20394,2374,2956,2482,3668,2203
"Bridgeview village, Illinois",17,08225,20394,10269,10125,38.2,33.5,43.5,43390,1928,4313,6566,6544,5445
"Buffalo Grove village, Illinois",17,09447,43390,21106,22284,41.9,41.7,42.2,26197,3010,2318,3377,3847,4052
"Burbank city, Illinois",17,09642,26197,13186,13011,42.3,43.0,41.5,35151,2491,3651,5391,4461,3005
"Calumet City city, Illinois",17,10487,35151,17181,17970,35.7,29.4,38.9,22665,8881,3874,1843,1663,1678
"Carbondale city, Illinois",17,11163,22665,12081,10584,24.8,23.9,25.9,40760,3892,5724,4285,6111,5777
"Carol Stream village, Illinois",17,11332,40760,20417,20343,38.8,37.7,39.7,37422,3606,4485,6053,4879,3589
"Carpentersville village, Illinois",17,11358,37422,18240,19182,33.6,35.0,31.5,89116,26681,13056,8579,6912,7735
"Champaign city, Illinois",17,12385,89116,43594,45522,26.2,24.5,27.4,2696561,249286,518710,401679,311218,302247
"Chicago city, Illinois",17,14000,2696561,1309551,1387010,35.8,35.2,36.5,26904,2438,3524,3371,2637,4524
"Chicago Heights city, Illinois",17,14026,26904,12821,14083,38.1,34.4,40.5,83167,11720,8293,13514,10622,8249
"Cicero town, Illinois",17,14351,83167,42339,40828,35.7,36.2,34.1,20942,1597,2573,3237,2323,3136
"Collinsville city, Illinois",17,15599,20942,10577,10365,44.1,41.0,46.6,21884,1703,2565,3017,1672,3771
"Country Club Hills city, Illinois",17,16691,21884,9575,12309,37.1,34.0,37.6,21993,1519,2750,3666,2945,2293
"Crest Hill city, Illinois",17,17458,21993,13281,8712,38.6,36.3,43.0,39758,4322,3590,5051,5618,6029
"Crystal Lake city, Illinois",17,17887,39758,18320,21438,40.8,40.9,40.8,26633,1856,3641,3030,3473,3360
"Danville city, Illinois",17,18563,26633,13801,12832,41.2,39.9,44.6,22160,2091,2354,2448,2659,2899
"Darien city, Illinois",17,18628,22160,10267,11893,45.3,46.9,44.0,70676,6893,8381,8714,8423,9283
"Decatur city, Illinois",17,18823,70676,33224,37452,42.3,41.7,42.8,21079,1469,1763,2496,2838,3689
"Deerfield village, Illinois",17,18992,21079,10489,10590,45.0,44.5,46.3,40606,8952,6554,3888,3169,3338
"DeKalb city, Illinois",17,19161,40606,18735,21871,28.3,30.0,27.1,61277,4128,9405,6873,7098,9311
"Des Plaines city, Illinois",17,19642,61277,30197,31080,40.1,40.3,39.8,22566,1867,3605,2413,2849,3155
"Dolton village, Illinois",17,20292,22566,9766,12800,39.4,39.4,39.6,49372,2593,6176,6108,7201,6420
"Downers Grove village, Illinois",17,20591,49372,22596,26776,42.6,43.4,42.3,23795,2218,3969,3611,2731,2621
"East Peoria city, Illinois",17,22164,23795,12122,11673,36.3,34.6,38.4,26000,5882,3155,2972,3336,2493
"Edwardsville city, Illinois",17,22697,26000,11464,14536,31.4,33.6,28.6,117850,12246,17454,13831,15242,17996
"Elgin city, Illinois",17,23074,117850,60061,57789,36.8,35.7,37.8,32061,1933,3806,4444,4297,4695
"Elk Grove Village village, Illinois",17,23256,32061,15556,16505,40.8,40.9,40.4,46657,3684,4707,7254,6588,4281
"Elmhurst city, Illinois",17,23620,46657,23512,23145,37.3,35.5,39.3,23208,1654,3586,3467,3087,3959
"Elmwood Park village, Illinois",17,23724,23208,12335,10873,40.7,36.1,44.4,77532,13210,10918,7413,8666,9415
"Evanston city, Illinois",17,24582,77532,37688,39844,36.8,35.1,37.9,22626,2051,1927,2285,2397,3738
"Freeport city, Illinois",17,27884,22626,10845,11781,50.6,49.7,51.3,28131,4383,3317,3002,3330,3686
"Galesburg city, Illinois",17,28326,28131,14912,13219,42.1,40.9,43.3,21185,1880,1293,2744,3407,3518
"Geneva city, Illinois",17,28872,21185,10836,10349,43.9,40.2,44.7,30972,2924,4259,4655,4152,3607
"Glendale Heights village, Illinois",17,29730,30972,15710,15262,38.3,37.2,40.8,28255,2868,1876,4145,3155,4494
"Glen Ellyn village, Illinois",17,29756,28255,13225,15030,38.1,38.8,37.5,48661,2138,3688,5591,6794,6376
"Glenview village, Illinois",17,29938,48661,22589,26072,44.3,43.1,45.8,20859,1776,1732,3006,2412,2267
"Godfrey village, Illinois",17,30094,20859,10425,10434,39.1,37.1,41.7,26604,2109,3840,3391,3927,4229
"Granite City city, Illinois",17,30926,26604,13729,12875,42.6,42.3,45.3,22408,1844,3056,3239,3041,3393
"Grayslake village, Illinois",17,31121,22408,11244,11164,37.3,37.0,37.5,30511,2072,5025,2645,4902,4738
"Gurnee village, Illinois",17,32018,30511,14504,16007,42.2,40.4,44.3,35652,2963,4916,5484,3592,3568
"Hanover Park village, Illinois",17,32746,35652,17033,18619,31.8,32.6,31.2,19919,1191,2229,3304,2525,2399
"Harvey city, Illinois",17,33383,19919,10160,9759,40.1,42.4,35.9,28306,894,1893,3134,2752,4144
"Highland Park city, Illinois",17,34722,28306,13788,14518,50.3,47.5,54.3,54515,2892,8421,7898,6985,6421
"Hoffman Estates village, Illinois",17,35411,54515,26892,27623,35.5,35.1,35.8,24990,1827,1678,2871,3013,2907
"Homer Glen village, Illinois",17,35835,24990,12159,12831,42.9,44.5,40.7,21050,1565,1853,2681,2360,3164
"Homewood village, Illinois",17,35879,21050,10993,10057,41.4,39.2,44.9,28006,2467,3350,1390,3617,2899
"Huntley village, Illinois",17,36750,28006,12760,15246,48.7,43.6,50.8,152563,16882,21859,20057,21021,18693
"Joliet city, Illinois",17,38570,152563,77325,75238,34.9,32.9,36.7,24372,2752,3454,2447,2998,2027
"Kankakee city, Illinois",17,38934,24372,12235,12137,33.9,31.9,36.3,20240,4087,442,945,2924,2879
"Lake Forest city, Illinois",17,41105,20240,9380,10860,52.3,49.1,54.2,25875,1541,2997,3416,5030,3416
"Lake in the Hills village, Illinois",17,41183,25875,12797,13078,40.4,39.5,40.9,28832,2309,3938,4281,5323,3811
"Lansing village, Illinois",17,42028,28832,15133,13699,42.0,41.5,42.6,22029,1176,2208,3160,3790,2743
"Libertyville village, Illinois",17,43250,22029,10285,11744,40.0,42.6,39.6,24858,2011,3692,4914,2406,3114
"Lisle village, Illinois",17,43939,24858,13154,11704,36.6,36.4,37.2,23490,2208,3681,2558,4165,2560
"Lockport city, Illinois",17,44225,23490,11444,12046,39.8,40.0,39.6,44207,2978,7611,6440,4658,5158
"Lombard village, Illinois",17,44407,44207,22227,21980,37.7,36.5,39.8,26744,3534,5024,2445,1673,4230
"Loves Park city, Illinois",17,45031,26744,11239,15505,34.6,35.6,33.3,25681,954,2577,4587,2548,4249
"McHenry city, Illinois",17,45694,25681,13155,12526,44.5,44.2,46.5,21927,2759,1628,3233,3975,2004
"Machesney Park village, Illinois",17,45726,21927,10981,10946,42.5,41.2,43.1,22086,2552,2475,3272,3801,2339
"Maywood village, Illinois",17,47774,22086,10613,11473,37.8,39.7,36.5,23658,2477,2746,3126,3310,2739
"Melrose Park village, Illinois",17,48242,23658,11360,12298,36.0,38.9,34.7,20723,1207,1492,2844,3957,3341
"Mokena village, Illinois",17,49854,20723,9797,10926,44.7,46.7,44.4,47004,5111,5823,5930,4638,5985
"Moline city, Illinois",17,49867,47004,23564,23440,37.5,35.8,38.6,19976,2635,2474,2747,1922,1844
"Montgomery village, Illinois",17,50218,19976,9611,10365,29.3,25.4,33.1,25214,1667,2513,2658,4571,2713
"Morton Grove village, Illinois",17,50647,25214,12417,12797,45.5,43.4,46.9,56496,3727,7197,8266,6731,8125
"Mount Prospect village, Illinois",17,51089,56496,27856,28640,40.3,40.4,40.2,28230,2347,2694,4367,3672,3911
"Mundelein village, Illinois",17,51349,28230,14692,13538,37.8,36.7,40.1,148863,9887,16278,19556,22275,22652
"Naperville city, Illinois",17,51622,148863,74455,74408,40.9,40.7,41.2,28688,1912,2272,5458,2618,4147
"New Lenox village, Illinois",17,52584,28688,14685,14003,39.1,37.7,40.5,30099,2093,2528,3610,3309,3934
"Niles village, Illinois",17,53000,30099,15608,14491,45.2,43.1,47.7,54879,16360,6417,5558,4925,4986
"Normal town, Illinois",17,53234,54879,26248,28631,28.4,30.4,26.8,33039,1665,1012,5197,5195,4513
"Northbrook village, Illinois",17,53481,33039,15233,17806,45.9,46.3,45.0,30346,11661,5383,2205,1982,1838
"North Chicago city, Illinois",17,53559,30346,18936,11410,23.4,22.7,26.8,26791,2042,3678,3819,3394,3977
"Oak Forest city, Illinois",17,54638,26791,12378,14413,40.3,40.1,40.3,57017,2701,7417,6998,5959,8330
"Oak Lawn village, Illinois",17,54820,57017,25388,31629,41.6,42.5,40.0,53225,2731,8021,9113,6880,5352
