Geographic Area Name,Geographic,Area,Zip,City ,State,Total population ,TOTAL Brew Population Age Bracket population ,male_brew_age,Median Income,Number of white households,"Male householder, no spouse present","Female householder, no spouse present",Nonfamily households:,density (km2),density(mil2)
ZCTA5 07039,ZCTA5,7039,7039,Livingston,NJ,31325,11156,5690,76072,7241,175,486,1649,872,337
ZCTA5 07040,ZCTA5,7040,7040,Maplewood,NJ,25684,10382,5119,62904,5039,100,248,1074,2533.5,978
ZCTA5 07041,ZCTA5,7041,7041,Millburn,NJ,7649,2917,1526,81067,1784,29,147,544,2115.5,817
ZCTA5 07043,ZCTA5,7043,7043,Montclair,NJ,14219,4518,2354,84498,3715,85,177,611,1977.3,763
ZCTA5 07044,ZCTA5,7044,7044,Verona,NJ,14572,5349,2838,66848,5397,230,366,1634,2000.7,772
ZCTA5 07045,ZCTA5,7045,7045,Montville,NJ,10573,3460,1918,53821,2674,38,174,693,595.6,230
ZCTA5 07046,ZCTA5,7046,7046,Mountain Lakes,NJ,4508,1680,799,91134,1247,56,111,172,648.2,250
ZCTA5 07050,ZCTA5,7050,7050,Orange,NJ,34315,13915,6615,29623,1144,128,338,302,5863,2264
ZCTA5 07054,ZCTA5,7054,7054,Parsippany,NJ,30228,12885,6465,53396,6743,198,514,2952,856.8,331
ZCTA5 07055,ZCTA5,7055,7055,Passaic,NJ,70518,27665,14344,24556,9871,649,2901,2334,8676.2,3350
ZCTA5 07057,ZCTA5,7057,7057,Wallington,NJ,11868,5695,3285,44124,4007,247,450,1438,4596,1775
ZCTA5 07058,ZCTA5,7058,7058,Pine Brook,NJ,5584,2775,1662,73750,1548,111,58,245,780.4,301
ZCTA5 07059,ZCTA5,7059,7059,Warren,NJ,16096,5650,3062,65711,4335,181,273,629,317.4,123
ZCTA5 07060,ZCTA5,7060,7060,Plainfield,NJ,48423,19332,10031,29997,4737,507,593,1515,3683,1422
ZCTA5 07062,ZCTA5,7062,7062,Plainfield,NJ,14196,6464,3504,32185,1121,39,177,331,2882.9,1113
ZCTA5 07063,ZCTA5,7063,7063,Plainfield,NJ,14745,6518,3708,32097,1043,78,138,333,3192.7,1233
ZCTA5 07064,ZCTA5,7064,7064,Port Reading,NJ,3905,1786,1030,54276,681,56,68,152,1147.7,443
ZCTA5 07066,ZCTA5,7066,7066,Clark,NJ,15555,5760,3150,54867,5342,144,428,1663,1362.3,526
ZCTA5 07067,ZCTA5,7067,7067,Colonia,NJ,18609,7259,3478,49428,4649,170,555,1095,1799.3,695
ZCTA5 07068,ZCTA5,7068,7068,Roseland,NJ,6299,2533,1209,71613,2081,13,309,423,666,257
ZCTA5 07069,ZCTA5,7069,7069,Watchung,NJ,6696,2391,1238,59220,2044,71,280,535,408.4,158
ZCTA5 07070,ZCTA5,7070,7070,Rutherford,NJ,18834,8063,4277,55177,5135,120,593,1711,2607.4,1007
ZCTA5 07071,ZCTA5,7071,7071,Lyndhurst,NJ,22519,9108,5039,45174,7206,407,982,2495,1879.4,726
ZCTA5 07072,ZCTA5,7072,7072,Carlstadt,NJ,6372,2895,1842,46098,2041,234,101,645,621.9,240
ZCTA5 07073,ZCTA5,7073,7073,East Rutherford,NJ,10022,4826,2444,48386,3215,152,586,1460,1032,398
ZCTA5 07074,ZCTA5,7074,7074,Moonachie,NJ,3133,1266,629,32774,740,79,102,184,1086.1,419
ZCTA5 07075,ZCTA5,7075,7075,Wood Ridge,NJ,10137,4145,2154,61217,2577,148,183,693,3420.5,1321
ZCTA5 07076,ZCTA5,7076,7076,Scotch Plains,NJ,24871,9510,4790,66697,6694,228,427,1844,1061.8,410
ZCTA5 07077,ZCTA5,7077,7077,Sewaren,NJ,2885,1590,833,49270,861,96,103,340,836.6,323
ZCTA5 07078,ZCTA5,7078,7078,Short Hills,NJ,14061,5542,2838,130718,2905,147,47,352,690.2,266
ZCTA5 07080,ZCTA5,7080,7080,South Plainfield,NJ,24261,10098,5707,50141,5340,172,590,1167,1138.9,440
ZCTA5 07081,ZCTA5,7081,7081,Springfield,NJ,17200,6658,3254,64564,4837,68,355,1364,1268.2,490
ZCTA5 07082,ZCTA5,7082,7082,Towaco,NJ,5720,1821,980,60027,1750,23,83,448,373.1,144
ZCTA5 07083,ZCTA5,7083,7083,Union,NJ,56131,22728,11470,44819,9048,304,853,3283,2517.8,972
ZCTA5 07086,ZCTA5,7086,7086,Weehawken,NJ,17197,9309,4929,64719,4749,192,275,2515,7883.1,3044
ZCTA5 07087,ZCTA5,7087,7087,Union City,NJ,68611,30222,15717,26200,12797,1332,2294,4382,20091.5,7757
ZCTA5 07088,ZCTA5,7088,7088,Vauxhall,NJ,3580,1027,618,33866,144,0,8,49,3479.4,1343
ZCTA5 07090,ZCTA5,7090,7090,Westfield,NJ,31056,11185,5591,80370,9117,165,440,2067,1774.5,685
ZCTA5 07092,ZCTA5,7092,7092,Mountainside,NJ,7082,1967,1120,65271,2094,0,69,525,681.4,263
ZCTA5 07093,ZCTA5,7093,7093,West New York,NJ,64929,31668,16911,30135,13539,1211,1995,5189,20916.1,8076
ZCTA5 07094,ZCTA5,7094,7094,Secaucus,NJ,22181,10047,5360,60275,4572,265,446,1677,1427.1,551
ZCTA5 07102,ZCTA5,7102,7101,Newark,NJ,15047,5663,3211,,1485,81,54,1021,4638.6,1791
ZCTA5 07103,ZCTA5,7103,7103,Newark,NJ,39439,14009,6334,19723,903,49,183,433,6463.8,2496
ZCTA5 07104,ZCTA5,7104,7104,Newark,NJ,54051,22196,11052,25830,5998,309,1452,2066,8348.7,3223
ZCTA5 07105,ZCTA5,7105,7105,Newark,NJ,50870,28409,16491,27963,10032,827,1501,2887,4642.7,1793
ZCTA5 07106,ZCTA5,7106,7106,Newark,NJ,34596,15594,8336,28230,470,0,78,286,9736.1,3759
ZCTA5 07107,ZCTA5,7107,7107,Newark,NJ,41627,17309,9066,23719,3322,471,570,938,9836.2,3798
ZCTA5 07108,ZCTA5,7108,7108,Newark,NJ,28715,11659,5230,21312,476,9,59,295,7912.6,3055
ZCTA5 07109,ZCTA5,7109,7109,Belleville,NJ,38078,16349,7760,38712,8062,492,1383,3077,4438.8,1714
ZCTA5 07110,ZCTA5,7110,7110,Nutley,NJ,30149,12509,6491,54575,9449,390,700,3360,3411.4,1317
ZCTA5 07111,ZCTA5,7111,7111,Irvington,NJ,61176,24794,12876,29066,1671,38,465,822,7979,3081
ZCTA5 07112,ZCTA5,7112,7112,Newark,NJ,29773,10769,4714,29376,418,11,132,195,7581.5,2927
ZCTA5 07201,ZCTA5,7201,7201,Elizabeth,NJ,29390,12456,7024,26701,3912,395,734,965,1691.8,653
ZCTA5 07202,ZCTA5,7202,7202,Elizabeth,NJ,43389,18292,9320,30615,4617,214,716,1727,7309.4,2822
ZCTA5 07203,ZCTA5,7203,7203,Roselle,NJ,22715,9134,4812,34232,2020,83,348,895,3297.9,1273
ZCTA5 07205,ZCTA5,7205,7205,Hillside,NJ,22432,9201,4528,38519,1884,114,176,448,3116,1203
ZCTA5 07206,ZCTA5,7206,7206,Elizabethport,NJ,30982,12107,6310,27159,1632,93,339,372,6384.3,2465
ZCTA5 07208,ZCTA5,7208,7207,Elizabeth,NJ,33561,14696,7716,,5368,232,952,1521,7408.1,2860
ZCTA5 07304,ZCTA5,7304,7304,Jersey City,NJ,48681,22232,11332,31824,5447,319,573,2324,9476.6,3659
ZCTA5 07305,ZCTA5,7305,7305,Jersey City,NJ,67947,29822,15700,32802,5375,392,570,2393,4870.9,1881
ZCTA5 07306,ZCTA5,7306,7306,Jersey City,NJ,55342,25404,13689,35588,8322,335,861,3928,7116.8,2748
ZCTA5 07307,ZCTA5,7307,7097,Jersey City,NJ,44247,21654,12296,,8104,340,1139,3569,8765.4,3384
ZCTA5 07310,ZCTA5,7310,7310,Jersey City,NJ,17536,10161,6205,93896,2417,18,23,1385,8617.3,3327
ZCTA5 07311,ZCTA5,7311,7311,Jersey City,NJ,1604,1252,750,158491,314,0,0,201,10747.7,4150
ZCTA5 07401,ZCTA5,7401,7401,Allendale,NJ,6834,2521,1276,75291,1717,0,57,359,851.8,329
ZCTA5 07403,ZCTA5,7403,7403,Bloomingdale,NJ,7691,3277,1903,49883,2518,79,168,801,491.2,190
ZCTA5 07407,ZCTA5,7407,7407,Elmwood Park,NJ,21422,8239,4083,35247,5169,175,864,1483,3102.8,1198
ZCTA5 07410,ZCTA5,7410,7410,Fair Lawn,NJ,34927,12886,6519,59873,9651,212,1066,2419,2618.1,1011
ZCTA5 07416,ZCTA5,7416,7416,Franklin,NJ,5615,1777,1031,43662,2274,102,138,1086,176,68
ZCTA5 07417,ZCTA5,7417,7417,Franklin Lakes,NJ,11086,3332,1623,70412,3067,4,229,455,452.4,175
ZCTA5 07418,ZCTA5,7418,7418,Glenwood,NJ,1997,1055,655,73073,920,88,21,270,238.1,92
ZCTA5 07419,ZCTA5,7419,7419,Hamburg,NJ,9378,3724,2101,50315,3377,158,274,1105,220,85
ZCTA5 07420,ZCTA5,7420,7420,Haskell,NJ,5053,2065,1157,38611,1487,42,252,605,865.9,334
ZCTA5 07421,ZCTA5,7421,7421,Hewitt,NJ,6917,3022,1595,54835,2692,76,161,726,126.1,49
ZCTA5 07422,ZCTA5,7422,7422,Highland Lakes,NJ,6240,2043,1151,52029,1962,77,201,305,125.1,48
ZCTA5 07423,ZCTA5,7423,7423,Ho Ho Kus,NJ,4258,1370,685,100524,1159,0,93,217,942.9,364
ZCTA5 07424,ZCTA5,7424,7424,Little Falls,NJ,26776,9974,4904,45501,8756,485,925,2936,1815.6,701
ZCTA5 07430,ZCTA5,7430,7430,Mahwah,NJ,25487,8041,4139,51627,7974,150,577,2989,388.1,150
ZCTA5 07432,ZCTA5,7432,7432,Midland Park,NJ,6986,2849,1571,62790,2663,48,130,926,1739.2,672
ZCTA5 07435,ZCTA5,7435,7435,Newfoundland,NJ,2188,843,494,61071,984,88,177,156,77,30
ZCTA5 07436,ZCTA5,7436,7436,Oakland,NJ,12750,5229,2675,53104,3662,109,262,597,580.2,224
ZCTA5 07438,ZCTA5,7438,7438,Oak Ridge,NJ,11273,4009,2005,57438,4136,101,210,1440,144.2,56
ZCTA5 07439,ZCTA5,7439,7439,Ogdensburg,NJ,2258,972,540,44058,768,31,96,178,384.1,148
ZCTA5 07440,ZCTA5,7440,7440,Pequannock,NJ,4414,1732,890,61644,1386,51,127,365,1195.6,462
ZCTA5 07444,ZCTA5,7444,7444,Pompton Plains,NJ,11144,3042,1615,46112,4502,24,219,2190,795.5,307
ZCTA5 07446,ZCTA5,7446,7446,Ramsey,NJ,14812,5719,3099,78833,4666,239,257,1228,1039.2,401
ZCTA5 07450,ZCTA5,7450,7450,Ridgewood,NJ,26007,9769,4936,87986,7143,177,706,1563,1745.5,674
ZCTA5 07452,ZCTA5,7452,7452,Glen Rock,NJ,12133,4509,2265,75215,3067,24,209,392,1727.8,667
ZCTA5 07456,ZCTA5,7456,7456,Ringwood,NJ,11735,4762,2549,56787,4009,67,360,790,177.7,69
ZCTA5 07457,ZCTA5,7457,7457,Riverdale,NJ,4107,1544,670,56690,1658,36,142,777,771.5,298
ZCTA5 07458,ZCTA5,7458,7458,Saddle River,NJ,11725,4142,1967,71287,3243,154,205,457,444.8,172
ZCTA5 07460,ZCTA5,7460,7460,Stockholm,NJ,3059,1056,639,54629,1128,20,104,380,41.2,16
ZCTA5 07461,ZCTA5,7461,7461,Sussex,NJ,18530,6257,3260,35656,6296,277,650,1887,83.7,32
ZCTA5 07462,ZCTA5,7462,7428,Mc Afee,NJ,6670,2828,1536,,2655,74,263,969,151.5,58
ZCTA5 07463,ZCTA5,7463,7463,Waldwick,NJ,10058,3672,1858,56524,2993,31,259,590,1903.1,735
ZCTA5 07465,ZCTA5,7465,7465,Wanaque,NJ,6350,2420,1400,49570,2287,74,152,782,272,105
ZCTA5 07470,ZCTA5,7470,7470,Wayne,NJ,55284,18649,9411,57298,16299,382,1299,4517,893.9,345
ZCTA5 07480,ZCTA5,7480,7480,West Milford,NJ,15358,5140,2693,45091,5477,83,321,1968,175.1,68
ZCTA5 07481,ZCTA5,7481,7481,Wyckoff,NJ,16602,5218,2621,66052,5387,162,350,1124,980.8,379
ZCTA5 07501,ZCTA5,7501,7501,Paterson,NJ,37918,14380,6783,23410,2224,164,457,928,7725.7,2983
ZCTA5 07502,ZCTA5,7502,7502,Paterson,NJ,16592,7310,4234,30632,1515,134,234,456,8139.4,3143
ZCTA5 07503,ZCTA5,7503,7503,Paterson,NJ,19893,7907,4563,26850,2370,73,364,641,4834.9,1867
ZCTA5 07504,ZCTA5,7504,7504,Paterson,NJ,13413,4873,2506,31353,916,36,95,161,5660.1,2185
ZCTA5 07505,ZCTA5,7505,7505,Paterson,NJ,3215,1914,1334,17093,288,42,112,119,6502.2,2511
ZCTA5 07506,ZCTA5,7506,7506,Hawthorne,NJ,19637,8135,4241,52419,6131,480,797,1889,2269.6,876
ZCTA5 07508,ZCTA5,7508,7508,Haledon,NJ,23959,9671,5211,38347,5886,484,769,1307,1821,703
ZCTA5 07512,ZCTA5,7512,7511,Totowa,NJ,11042,3971,1917,,3186,204,351,699,1073.8,415
ZCTA5 07513,ZCTA5,7513,7513,Paterson,NJ,11995,5294,3015,25893,558,25,109,138,7890.2,3046
ZCTA5 07514,ZCTA5,7514,7514,Paterson,NJ,19200,7336,3547,26913,1053,141,182,460,8014.3,3094
ZCTA5 07522,ZCTA5,7522,7522,Paterson,NJ,23345,8968,4011,23569,1667,171,572,257,9975.7,3852
ZCTA5 07524,ZCTA5,7524,7524,Paterson,NJ,14130,5916,3240,25603,1200,147,349,247,7439.8,2873
ZCTA5 07603,ZCTA5,7603,7603,Bogota,NJ,8778,3597,1949,48790,1940,148,298,546,4517.8,1744
ZCTA5 07604,ZCTA5,7604,7604,Hasbrouck Heights,NJ,12112,4795,2660,47405,3440,134,391,1031,3040.9,1174
ZCTA5 07605,ZCTA5,7605,7605,Leonia,NJ,9324,3332,1825,51359,1687,80,13,587,2377.7,918
ZCTA5 07606,ZCTA5,7606,7606,South Hackensack,NJ,2701,1332,768,34592,634,79,101,141,1509.4,583
ZCTA5 07607,ZCTA5,7607,7607,Maywood,NJ,10080,3799,2026,48604,2481,43,200,951,3015.4,1164
ZCTA5 07608,ZCTA5,7608,7608,Teterboro,NJ,74,39,23,43750,22,6,1,10,20.8,8
ZCTA5 07620,ZCTA5,7620,7620,Alpine,NJ,1762,403,193,73750,295,4,23,51,80.6,31
ZCTA5 07621,ZCTA5,7621,7621,Bergenfield,NJ,28321,10628,5597,39569,4903,254,525,1438,3757.1,1451
ZCTA5 07624,ZCTA5,7624,7624,Closter,NJ,8594,3057,1501,62987,1676,83,156,367,1047.4,404
ZCTA5 07626,ZCTA5,7626,7626,Cresskill,NJ,9155,3250,1640,58190,1976,34,241,478,1701,657
ZCTA5 07627,ZCTA5,7627,7627,Demarest,NJ,4981,1555,776,72065,1208,12,96,156,927.2,358
ZCTA5 07628,ZCTA5,7628,7628,Dumont,NJ,17863,6324,3331,48231,4641,151,404,1473,3562.4,1375
ZCTA5 07630,ZCTA5,7630,7630,Emerson,NJ,7290,2640,1408,60365,2107,28,111,400,1266.3,489
ZCTA5 07631,ZCTA5,7631,7631,Englewood,NJ,29308,11806,5900,42711,5822,289,785,1940,2273.8,878
ZCTA5 07632,ZCTA5,7632,7632,Englewood Cliffs,NJ,5342,1913,1023,74234,1030,0,96,247,973,376
ZCTA5 07640,ZCTA5,7640,7640,Harrington Park,NJ,4741,1549,739,73864,1392,22,79,234,1004.4,388
ZCTA5 07641,ZCTA5,7641,7641,Haworth,NJ,3343,921,454,67259,884,24,53,96,665.9,257
ZCTA5 07642,ZCTA5,7642,7642,Hillsdale,NJ,10143,3750,1953,59843,2921,118,207,617,1352.7,522
ZCTA5 07644,ZCTA5,7644,7644,Lodi,NJ,26206,11024,5591,36194,6336,414,1141,2324,4415.1,1705
ZCTA5 07645,ZCTA5,7645,7645,Montvale,NJ,8436,3269,1732,54637,2425,164,218,435,807.4,312
ZCTA5 07646,ZCTA5,7646,7646,New Milford,NJ,16923,6894,3599,54688,4128,145,418,1281,2860.3,1104
ZCTA5 07647,ZCTA5,7647,7647,Northvale,NJ,5168,1979,1112,46375,940,103,106,165,918.4,355
ZCTA5 07648,ZCTA5,7648,7648,Norwood,NJ,5641,1877,867,51649,1413,35,87,457,785.5,303
ZCTA5 07649,ZCTA5,7649,7649,Oradell,NJ,8244,2535,1260,67301,2239,28,108,329,1318.7,509
ZCTA5 07650,ZCTA5,7650,7650,Palisades Park,NJ,20292,8863,4598,37239,2143,117,494,710,6323.4,2441
ZCTA5 07652,ZCTA5,7652,7652,Paramus,NJ,26698,8428,4432,47605,5801,209,596,1395,985.1,380
ZCTA5 07656,ZCTA5,7656,7656,Park Ridge,NJ,8883,3157,1614,57939,2974,37,73,723,1331,514
ZCTA5 07657,ZCTA5,7657,7657,Ridgefield,NJ,11473,4629,2370,42622,2456,16,348,749,1742.8,673
ZCTA5 07661,ZCTA5,7661,7661,River Edge,NJ,12049,4757,2514,70938,2950,48,211,689,2542.4,982
ZCTA5 07662,ZCTA5,7662,7662,Rochelle Park,NJ,5814,2006,1019,48922,1631,42,112,544,2262.5,874
ZCTA5 07663,ZCTA5,7663,7663,Saddle Brook,NJ,14294,6114,3353,48909,4285,171,350,1294,2052.9,793
ZCTA5 07666,ZCTA5,7666,7666,Teaneck,NJ,41246,14303,7085,48705,7265,228,721,2043,2642.1,1020
ZCTA5 07670,ZCTA5,7670,7670,Tenafly,NJ,15409,5828,2994,90620,3171,173,271,531,1288.6,498
ZCTA5 07675,ZCTA5,7675,7675,Westwood,NJ,27079,9904,5186,59387,7536,173,653,1970,1082,418
ZCTA5 07676,ZCTA5,7676,7676,Township of Washington,NJ,9285,3226,1712,58724,3108,146,271,677,1214.9,469
ZCTA5 07677,ZCTA5,7677,7677,Woodcliff Lake,NJ,6128,2214,1215,65789,1741,14,41,280,699,270
ZCTA5 07702,ZCTA5,7702,7702,Shrewsbury,NJ,4184,1352,739,57278,1264,58,68,238,737.9,285
ZCTA5 07703,ZCTA5,7703,7703,Fort Monmouth,NJ,29,0,13,,0,0,0,0,0,0
ZCTA5 07704,ZCTA5,7704,7704,Fair Haven,NJ,6278,2335,1256,83738,1970,73,110,353,1500.6,579
ZCTA5 07711,ZCTA5,7711,7711,Allenhurst,NJ,1506,529,278,53393,553,14,37,186,1043.8,403
ZCTA5 07717,ZCTA5,7717,7717,Avon By the Sea,NJ,1933,464,225,57973,839,12,62,406,1596.8,617
ZCTA5 07719,ZCTA5,7719,7715,Belmar,NJ,21665,8103,4548,,8641,390,552,3548,665,257
ZCTA5 07721,ZCTA5,7721,7721,Cliffwood,NJ,3894,1744,974,56436,895,13,129,482,1596.2,616
ZCTA5 07723,ZCTA5,7723,7723,Deal,NJ,1263,125,75,33000,207,10,11,94,141.7,55
ZCTA5 07724,ZCTA5,7724,7724,Eatontown,NJ,23494,9077,4877,45941,7360,168,651,2890,743,287
ZCTA5 07726,ZCTA5,7726,7726,Englishtown,NJ,44945,16482,8294,58574,14096,192,963,3515,524.7,203
ZCTA5 07727,ZCTA5,7727,7727,Farmingdale,NJ,7707,2168,1031,45011,2111,45,134,550,96.8,37
ZCTA5 07728,ZCTA5,7728,7710,Adelphia,NJ,56444,21125,10639,,16844,644,1228,5471,445.5,172
ZCTA5 07730,ZCTA5,7730,7730,Hazlet,NJ,17263,6242,3227,46104,5638,182,549,1623,1251.6,483
ZCTA5 07731,ZCTA5,7731,7731,Howell,NJ,39677,16071,8318,46350,11008,348,1077,2036,479.4,185
ZCTA5 07732,ZCTA5,7732,7732,Highlands,NJ,4710,1990,1150,58750,2249,137,121,1220,485.5,187
ZCTA5 07733,ZCTA5,7733,7733,Holmdel,NJ,17266,5446,2868,59626,4911,346,316,1179,372.2,144
ZCTA5 07735,ZCTA5,7735,7735,Keyport,NJ,18652,8083,4151,45290,6608,237,586,2299,1563.6,604
ZCTA5 07737,ZCTA5,7737,7737,Leonardo,NJ,4177,1779,917,52365,1408,46,201,367,640.5,247
ZCTA5 07738,ZCTA5,7738,7738,Lincroft,NJ,7084,2377,1447,70294,2120,70,119,321,467.2,180
ZCTA5 07739,ZCTA5,7739,7739,Little Silver,NJ,6122,2227,1177,66760,2211,46,89,434,872.3,337
ZCTA5 07746,ZCTA5,7746,7746,Marlboro,NJ,18337,6318,3121,63468,4732,133,290,692,575.2,222
ZCTA5 07747,ZCTA5,7747,7747,Matawan,NJ,31915,13789,7376,52020,10448,271,863,3716,979.9,378
ZCTA5 07748,ZCTA5,7748,7748,Middletown,NJ,28169,10494,5175,54025,9316,197,1047,2040,840.4,324
ZCTA5 07750,ZCTA5,7750,7750,Monmouth Beach,NJ,3174,822,429,69914,1423,47,40,524,1184.6,457
ZCTA5 07751,ZCTA5,7751,7751,Morganville,NJ,21493,8014,4009,68743,5055,161,514,1093,482.2,186
ZCTA5 07755,ZCTA5,7755,7755,Oakhurst,NJ,6375,1949,1009,44693,1783,89,131,391,875.4,338
ZCTA5 07756,ZCTA5,7756,7756,Ocean Grove,NJ,3164,1052,541,41241,1649,66,56,891,3176.4,1226
ZCTA5 07757,ZCTA5,7757,7757,Oceanport,NJ,6169,1918,928,58596,2311,105,29,734,828.4,320
ZCTA5 07758,ZCTA5,7758,7758,Port Monmouth,NJ,4942,1501,773,38416,1435,41,120,436,1048.2,405
ZCTA5 07760,ZCTA5,7760,7760,Rumson,NJ,9575,3032,1536,65179,3209,82,179,857,431,166
ZCTA5 07762,ZCTA5,7762,7762,Spring Lake,NJ,8642,2621,1381,53879,4018,52,190,1962,1155.4,446
ZCTA5 07764,ZCTA5,7764,7764,West Long Branch,NJ,8587,2406,1159,43814,2470,38,202,657,1145.1,442
ZCTA5 07801,ZCTA5,7801,7801,Dover,NJ,25935,11428,6214,31261,4590,182,539,1515,776.1,300
ZCTA5 07803,ZCTA5,7803,7803,Mine Hill,NJ,4015,1591,943,42259,1078,82,100,316,522.4,202
ZCTA5 07820,ZCTA5,7820,7820,Allamuchy,NJ,49,8,21,,0,0,0,0,2.1,1
ZCTA5 07821,ZCTA5,7821,7821,Andover,NJ,8877,3690,1884,51537,3164,284,324,849,83.7,32
ZCTA5 07822,ZCTA5,7822,7822,Augusta,NJ,981,333,176,56438,337,33,24,34,56.7,22
ZCTA5 07823,ZCTA5,7823,7823,Belvidere,NJ,7102,2319,1239,31922,3548,245,238,1371,120.3,46
ZCTA5 07826,ZCTA5,7826,7826,Branchville,NJ,5739,1981,1146,47149,2021,68,144,508,36.8,14
ZCTA5 07827,ZCTA5,7827,7827,Montague,NJ,4214,1441,885,53007,1465,35,13,514,29.6,11
