City_ID,NAME,state,place,population_total,population_male,population_female,population_median_age,population_median_age_male,population_median_age_female,population_total_2,population_18_to_24,population_25_to_34,population_35_to_44,population_45_to_54,population_55_to_64,income_household,income_household_median,income_family_median,income_nonfamily_median,earnings_median,employment_total,employment_male,employment_female,occupancy_status_total,occupancy_status_occupied,occupancy_status_vacant
585,"Fort Walton Beach city, Florida",12,24475,21745,11259,10486,39.7,39.2,42.3,55866,4275,8557,9558,8470,6559,22291,52436,62098,26867,28618,17657,6935,6367,10269,9479,790
586,"Fountainebleau CDP, Florida",12,24562,55866,26727,29139,41.5,40.3,43.5,61311,4388,10986,7523,8313,8245,10706,52591,56082,35671,31191,48074,19227,19587,23371,21664,1707
587,"Four Corners CDP, Florida",12,24581,61311,30815,30496,36.7,36.6,36.9,32342,3239,2855,3761,4666,5260,56513,84773,87789,42768,31590,49294,21046,20576,37313,22291,15022
588,"Fruit Cove CDP, Florida",12,24925,32342,15126,17216,44.0,42.8,44.3,140406,40897,26633,15008,9089,10134,6540,137302,141435,48694,48584,26897,9763,11670,12019,10706,1313
589,"Gainesville city, Florida",12,25175,140406,66022,74384,27.7,26.8,29.3,21025,1350,2728,4111,2850,1550,7840,40822,70318,68874,26300,121565,48901,54421,66685,56513,10172
590,"Gibsonton CDP, Florida",12,25900,21025,9871,11154,33.5,33.0,33.7,26107,1884,3208,6259,4019,1541,10897,77869,78162,48927,41742,14680,6075,7237,7090,6540,550
591,"Golden Gate CDP, Florida",12,26300,26107,15267,10840,36.0,37.7,34.7,31971,2812,5622,3312,3362,4797,15242,65281,66090,42179,26934,19929,11026,6817,8841,7840,1001
592,"Golden Glades CDP, Florida",12,26375,31971,18065,13906,39.0,36.8,45.7,43800,2125,5929,6391,4661,6978,8679,41756,47392,38979,28475,26598,11263,9298,11515,10897,618
593,"Greenacres city, Florida",12,27322,43800,22498,21302,40.6,40.1,41.3,29076,2222,4947,3642,4603,2695,18863,56289,61102,27248,31529,35178,14888,12818,17346,15242,2104
594,"Haines City city, Florida",12,28400,29076,14916,14160,34.0,36.3,33.4,41003,2189,6197,6032,4649,6173,75692,51457,60900,29829,31653,22067,9605,9256,10580,8679,1901
595,"Hallandale Beach city, Florida",12,28452,41003,20027,20976,43.5,40.2,49.0,220479,17366,26055,23005,34799,35108,6850,48623,57186,26482,29355,35078,12938,12996,28152,18863,9289
596,"Hialeah city, Florida",12,30000,220479,103821,116658,46.1,45.2,47.5,21531,1486,2620,3026,3148,2128,10340,46674,49008,26985,28634,186771,70250,71972,78076,75692,2384
597,"Hialeah Gardens city, Florida",12,30025,21531,10642,10889,40.1,40.5,39.7,21102,619,4418,2307,2466,2945,61598,58011,59060,29626,31520,16998,6486,6586,7110,6850,260
598,"Holiday CDP, Florida",12,31075,21102,10668,10434,38.9,36.4,40.8,152139,10576,18420,22623,21202,17196,27094,33792,45694,9401,33884,16862,6453,6568,13863,10340,3523
599,"Hollywood city, Florida",12,32000,152139,76852,75287,41.4,39.8,43.3,80523,6340,12716,12037,10068,8848,21444,60490,67954,39693,34474,123058,49089,44224,74324,61598,12726
600,"Homestead city, Florida",12,32275,80523,38936,41587,34.8,34.4,35.5,72283,3896,5246,19292,10860,3236,6970,52365,55075,46500,32618,59874,24567,26839,29482,27094,2388
601,"Horizon West CDP, Florida",12,32610,72283,34214,38069,35.4,38.6,34.0,26843,2806,4905,3689,2516,2873,9427,121007,122116,47425,61936,48493,23271,21596,21837,21444,393
602,"Immokalee CDP, Florida",12,33250,26843,14805,12038,30.0,29.8,30.3,26784,2761,4081,4019,3892,2822,386283,63685,61299,62056,27016,19485,10350,7227,7802,6970,832
603,"Ives Estates CDP, Florida",12,34400,26784,12357,14427,36.6,32.2,39.0,954624,81365,154666,127300,114094,120363,10347,63017,78688,22310,31856,21649,7792,10559,9853,9427,426
604,"Jacksonville city, Florida",12,35000,954624,464197,490427,36.6,35.3,38.3,24623,1903,3502,4138,1685,3367,8895,58621,72016,68590,36589,759046,305104,314631,422315,386283,36032
605,"Jacksonville Beach city, Florida",12,35050,24623,12085,12538,39.1,40.5,38.7,20208,1474,3413,2120,3005,2761,25559,111067,126184,44922,43826,20110,7278,8307,11967,10347,1620
606,"Jasmine Estates CDP, Florida",12,35350,20208,8816,11392,41.4,41.2,42.0,60815,4223,5353,7983,6127,10989,19202,44079,52106,48824,35485,16567,5815,7247,10177,8895,1282
607,"Jupiter town, Florida",12,35875,60815,29156,31659,50.6,50.9,49.8,52043,4107,5145,5366,7398,7719,33184,94354,111268,37494,46358,51561,17845,18102,31404,25559,5845
608,"Kendale Lakes CDP, Florida",12,36062,52043,25237,26806,50.3,47.8,52.2,81524,4850,10541,9262,11586,11317,12477,60319,61625,41701,35252,45561,15861,15105,19758,19202,556
609,"Kendall CDP, Florida",12,36100,81524,39598,41926,43.4,38.0,46.7,32188,2157,3788,3251,6024,5558,9325,76255,86898,25702,45388,66003,24912,24518,33932,33184,748
610,"Kendall West CDP, Florida",12,36121,32188,14680,17508,48.8,46.8,50.6,25189,613,1665,3858,3917,4055,11961,59659,68591,76970,35367,27979,9974,11488,12772,12477,295
611,"Keystone CDP, Florida",12,36462,25189,12343,12846,44.8,47.4,44.0,26526,1187,4487,4283,2826,4525,25999,136789,142395,57181,86355,19780,7464,7956,10009,9325,684
612,"Key West city, Florida",12,36550,26526,15276,11250,42.8,41.0,45.5,79440,7905,11727,11468,9676,7168,45548,62418,67297,72245,35273,22644,10202,7344,15684,11961,3723
613,"Kissimmee city, Florida",12,36950,79440,39327,40113,33.4,31.0,34.4,115401,12617,14618,13552,12693,13071,13536,42615,45105,46653,24580,59246,24384,25888,29099,25999,3100
614,"Lakeland city, Florida",12,38250,115401,56475,58926,40.8,38.9,41.6,31356,1273,3359,4219,4254,4798,12318,55029,65515,34335,34313,95205,33819,35765,52994,45548,7446
615,"Lake Magdalene CDP, Florida",12,38350,31356,16092,15264,45.6,43.6,48.0,34914,3282,4479,4854,5731,4525,15959,65596,81394,33186,48286,25748,10222,8853,13668,13536,132
616,"Lakeside CDP, Florida",12,38813,34914,16928,17986,42.4,43.2,42.1,40548,3563,2477,3846,6374,6230,14120,74701,78598,73014,35847,29395,11400,12452,13710,12318,1392
617,"Lakewood Ranch CDP, Florida",12,39067,40548,20823,19725,53.2,53.4,51.5,42510,4302,7741,6090,5890,3211,14247,87028,95798,30634,35036,34444,12546,10293,19734,15959,3775
618,"Lake Worth Beach city, Florida",12,39081,42510,22283,20227,31.7,34.6,29.8,38419,2202,4746,6430,5015,4468,36493,60857,50021,28912,25363,32440,15337,12924,16758,14120,2638
619,"Land O' Lakes CDP, Florida",12,39200,38419,20720,17699,40.8,37.5,44.0,82333,5320,11161,10711,9765,12395,11314,82861,103259,48742,42128,30064,13065,10774,14568,14247,321
620,"Largo city, Florida",12,39425,82333,39699,42634,46.3,45.9,47.2,35610,3697,3942,4510,2874,4867,26555,55228,69281,33891,38112,71022,25016,25776,46495,36493,10002
621,"Lauderdale Lakes city, Florida",12,39525,35610,15196,20414,36.5,36.0,37.2,73461,5706,9587,8002,9437,10411,8985,47488,57157,30998,24772,27642,8619,12356,13598,11314,2284
622,"Lauderhill city, Florida",12,39550,73461,35729,37732,41.5,37.6,44.7,20410,1223,2841,2458,2761,3090,13798,44975,55630,35358,29769,59106,21522,23655,30956,26555,4401
623,"Lealman CDP, Florida",12,39775,20410,10771,9639,44.9,43.6,45.7,27813,1079,2928,4694,2676,2589,40295,44827,56127,32411,33492,17250,7290,5624,11075,8985,2090
624,"Leesburg city, Florida",12,39875,27813,13691,14122,50.3,50.7,47.3,126557,10735,17972,14721,14715,14232,7524,37330,72146,36944,29015,24031,7440,6813,16318,13798,2520
625,"Lehigh Acres CDP, Florida",12,39925,126557,62265,64292,34.9,35.0,34.8,24979,2804,3398,3242,3660,2383,11639,58422,63935,46630,34145,95985,38040,38531,42566,40295,2271
626,"Leisure City CDP, Florida",12,39950,24979,13032,11947,32.2,29.8,34.7,22527,119,648,2191,2770,3014,9579,37543,53299,55233,27976,18712,8370,7848,7639,7524,115
627,"Liberty Triangle CDP, Florida",12,40387,22527,8971,13556,61.7,64.2,61.1,29785,2332,3280,3273,4323,4585,9177,63025,84153,31303,48566,19775,4149,5399,12758,11639,1119
628,"Lutz CDP, Florida",12,41775,29785,15016,14769,36.9,37.8,35.9,20572,1990,1938,3427,2040,3594,9982,100688,109081,48775,46175,22646,9353,9685,9889,9579,310
629,"Lynn Haven city, Florida",12,41825,20572,9568,11004,38.0,38.0,38.0,22618,1091,6308,2913,2255,2555,22640,79297,102726,44560,40643,16624,6608,7352,9575,9177,398
630,"Maitland city, Florida",12,42575,22618,10349,12269,33.0,32.3,33.8,58005,4451,6678,8004,5418,9843,10888,82065,100978,32755,51774,17474,6711,8633,10521,9982,539
631,"Margate city, Florida",12,43125,58005,26777,31228,44.1,42.6,46.4,37120,3335,7998,5517,3092,3374,36651,56696,67465,61695,30171,48284,16319,19134,25015,22640,2375
632,"Meadow Woods CDP, Florida",12,43800,37120,20179,16941,32.2,32.3,30.5,85091,6969,11686,10895,8222,12601,13800,69373,78138,39986,33132,29514,14115,11303,12696,10888,1808
633,"Melbourne city, Florida",12,43975,85091,42014,43077,42.7,43.0,42.5,33686,2766,2785,4620,3815,5124,192219,57132,67245,30524,36801,70791,27707,24678,40160,36651,3509
634,"Merritt Island CDP, Florida",12,44275,33686,16630,17056,47.1,44.3,50.7,439906,32551,80616,66177,56543,59175,40788,77982,104077,53714,43507,29073,10454,9881,16827,13800,3027
635,"Miami city, Florida",12,45000,439906,223073,216833,40.4,39.3,41.8,80673,4702,12279,12969,11866,10524,34332,48789,55218,54755,32008,381863,161059,142398,219775,192219,27556
636,"Miami Beach city, Florida",12,45025,80673,40562,40111,42.7,43.7,42.2,110881,7391,15379,15456,13083,15649,10706,55512,91008,36898,44650,69484,28196,25893,60872,40788,20084
637,"Miami Gardens city, Florida",12,45060,110881,52668,58213,38.5,37.5,39.6,30383,1908,3112,4693,4934,5192,8812,54276,61734,36037,32439,86370,33069,36250,36204,34332,1872
638,"Miami Lakes town, Florida",12,45100,30383,14380,16003,44.8,43.5,46.6,20536,1501,1122,3615,2773,3071,5798,89301,93076,47476,48132,25240,9878,10359,10911,10706,205
639,"Midway CDP (Santa Rosa County), Florida",12,45465,20536,10049,10487,46.4,49.2,42.8,20850,1968,2844,3234,2635,1981,42707,81753,81932,35503,49614,17547,6474,6438,10096,8812,1284
640,"Minneola city, Florida",12,45900,20850,11222,9628,29.8,27.5,29.9,135066,8195,21012,22048,19516,16922,7895,98145,100098,44128,41989,107068,6179,8195,5798,5798,0
641,"Miramar city, Florida",12,45975,135066,67751,67315,39.8,38.0,39.9,20110,1206,2480,1634,1196,2594,7424,79282,87414,136472,41399,16945,46574,43527,44987,42707,2280
642,"Mount Dora city, Florida",12,47050,20110,9459,10651,57.5,53.0,59.3,22296,3219,4269,2413,2409,1924,15726,66313,79033,40940,27636,17704,4334,4797,8317,7895,422
643,"Myrtle Grove CDP, Florida",12,47550,22296,12617,9679,29.9,28.9,30.3,41823,2618,6133,5810,4651,6790,8747,43992,46613,39680,26412,31327,8950,6275,8470,7424,1046
644,"Navarre CDP, Florida",12,48050,41823,21482,20341,36.6,33.8,39.1,21506,2163,1764,2325,2881,2903,16089,86742,90988,24789,45498,18169,13164,13427,16320,15726,594
645,"New Port Richey city, Florida",12,48500,21506,10928,10578,45.9,39.0,51.4,31136,691,1798,2388,2713,7013,8137,42381,55864,37876,30286,26934,6802,6103,9869,8747,1122
646,"New Smyrna Beach city, Florida",12,48625,31136,14839,16297,59.8,59.5,60.4,22482,645,459,4320,3163,2462,9405,58038,74408,50075,42324,15511,7041,7828,22099,16089,6010
647,"Nocatee CDP, Florida",12,48850,22482,11213,11269,39.5,39.1,40.9,23857,1815,3660,2808,3202,3013,21859,137438,139533,39786,61920,19929,5418,6201,8137,8137,0
648,"Northdale CDP, Florida",12,49260,23857,11905,11952,40.2,34.9,47.9,47564,2764,2168,3049,5011,8962,15451,80569,94684,36420,47638,43502,8009,7226,9620,9405,215
649,"North Fort Myers CDP, Florida",12,49350,47564,24085,23479,62.5,61.0,63.1,44232,5871,5015,6377,8408,4928,20179,50845,57287,43503,27113,36548,11967,11080,27307,21859,5448
650,"North Lauderdale city, Florida",12,49425,44232,20391,23841,40.7,40.9,40.6,59225,6180,9506,8147,8001,7478,15650,58709,67256,36050,29775,47912,13961,17564,16673,15451,1222
651,"North Miami city, Florida",12,49450,59225,29451,29774,37.0,36.8,37.5,42504,2932,6490,6332,6727,4609,30622,45238,53478,32366,31443,36155,19593,20354,21733,20179,1554
652,"North Miami Beach city, Florida",12,49475,42504,22427,20077,41.5,40.1,43.9,80027,6498,6472,7243,11828,12595,17104,50271,54876,31272,26680,69365,14236,13758,19050,15650,3400
653,"North Port city, Florida",12,49675,80027,38292,41735,50.6,49.8,51.2,43666,3048,8056,6409,5405,5528,9987,68583,85645,45489,33569,33721,24083,23225,35149,30622,4527
654,"Oakland Park city, Florida",12,50575,43666,23037,20629,34.9,35.2,34.5,32948,1925,3115,6519,3685,2854,8161,53339,52138,56119,33867,23830,16009,13288,18247,17104,1143
655,"Oakleaf Plantation CDP, Florida",12,50630,32948,16874,16074,38.1,33.2,39.6,26450,3646,4105,5231,1910,1864,24982,101897,103304,31153,41093,19561,9694,9528,9987,9987,0
656,"Oak Ridge CDP, Florida",12,50638,26450,14593,11857,28.3,25.2,34.3,64098,7797,7967,6551,7775,8851,15494,38607,35117,64331,19666,51017,9618,8355,9520,8161,1359
657,"Ocala city, Florida",12,50750,64098,32720,31378,37.6,37.8,37.3,47453,4107,7561,6963,5297,6722,130037,54857,70972,31600,32214,37613,20871,19500,28582,24982,3600
658,"Ocoee city, Florida",12,51075,47453,22563,24890,36.5,33.4,38.6,309193,25731,67858,47291,41551,30813,18968,76555,80157,45657,31363,258748,15578,16173,15736,15494,242
659,"Orlando city, Florida",12,53000,309193,149826,159367,35.7,35.7,35.6,43523,1842,3316,4416,5371,6031,14214,54167,62424,47349,36186,36263,106620,113828,149940,130037,19903
660,"Ormond Beach city, Florida",12,53150,43523,20566,22957,53.1,50.8,54.9,39549,2902,3515,6416,6730,5766,9639,61871,74774,42244,35822,31559,10446,11235,20681,18968,1713
661,"Oviedo city, Florida",12,53575,39549,20305,19244,40.9,39.3,43.2,27126,1390,3848,3372,3022,3266,45145,97696,112886,32358,49363,20963,13643,13139,14288,14214,74
662,"Pace CDP, Florida",12,53725,27126,13934,13192,39.1,39.3,37.7,122932,9842,14226,13932,14369,17483,27234,66721,77535,48072,45218,99653,8272,7691,9777,9639,138
663,"Palm Bay city, Florida",12,54000,122932,61988,60944,41.2,38.3,44.6,59449,2823,5235,5857,8162,8907,11545,54746,63478,37477,30342,51844,38249,37313,50159,45145,5014
664,"Palm Beach Gardens city, Florida",12,54075,59449,29820,29629,51.8,50.1,53.5,31235,1566,2563,4222,4181,4506,36896,103315,140950,47451,53711,24844,17300,16243,30174,27234,2940
665,"Palm City CDP, Florida",12,54175,31235,14546,16689,46.1,48.2,45.0,93845,6141,7672,9904,11707,13987,8510,90844,123405,35325,44779,80084,7864,9502,12012,11545,467
666,"Palm Coast city, Florida",12,54200,93845,45426,48419,50.8,49.9,54.1,25059,1285,1447,4174,4189,3220,25002,60648,71097,17530,34280,18361,25356,26774,43228,36896,6332
667,"Palmetto Bay village, Florida",12,54275,25059,12282,12777,40.5,43.3,39.6,59237,3575,7810,5602,7230,9522,10799,141607,178974,31804,63420,49784,7248,8100,8761,8510,251
668,"Palm Harbor CDP, Florida",12,54350,59237,28816,30421,47.1,44.9,48.8,24689,1898,3853,5069,2816,3118,9088,64372,99260,20505,44060,20294,16326,18602,28605,25002,3603
669,"Palm River-Clair Mel CDP, Florida",12,54387,24689,11214,13475,37.5,38.5,36.5,26771,2657,3721,4067,3908,2612,14768,48318,48660,34695,31944,21019,8644,8601,11348,10799,549
670,"Palm Springs village, Florida",12,54450,26771,14054,12717,37.6,34.7,41.2,34045,1798,5634,4182,3233,5338,10626,49068,61114,40300,29486,27004,9150,8236,10366,9088,1278
671,"Panama City city, Florida",12,54700,34045,17258,16787,39.6,35.5,41.4,35272,3794,2127,3299,6059,6210,64378,57167,69957,30496,39425,27609,10669,10544,15617,14768,849
672,"Parkland city, Florida",12,55125,35272,17287,17985,42.1,42.3,40.9,169388,13519,18726,23797,26435,25344,26119,177112,186698,36956,55721,145070,11793,11738,10765,10626,139
673,"Pembroke Pines city, Florida",12,55775,169388,82424,86964,44.8,43.3,45.6,53685,4998,7479,5318,6747,6723,25752,76439,93947,31433,43313,45240,58122,54420,67317,64378,2939
674,"Pensacola city, Florida",12,55925,53685,25274,28411,44.1,40.3,47.5,85927,8198,9373,11344,10439,10392,24001,51578,64203,38542,38255,62593,16970,15368,29134,26119,3015
675,"Pine Hills CDP, Florida",12,56825,85927,40535,45392,34.2,30.6,36.8,53206,3279,5052,7525,7069,8599,36564,42153,44069,46571,23802,45553,23456,28905,26423,25752,671
676,"Pinellas Park city, Florida",12,56975,53206,26953,26253,48.2,47.0,49.5,92981,4801,11706,15785,11611,10981,14769,52047,69882,41930,35074,72238,16457,16023,27458,24001,3457
677,"Plantation city, Florida",12,57425,92981,44004,48977,39.6,38.9,40.4,39665,4063,4251,7089,4570,4933,21402,72955,93048,44413,41900,31286,27741,29526,38622,36564,2058
678,"Plant City city, Florida",12,57550,39665,20063,19602,38.4,36.1,41.4,65257,8014,6314,10630,7286,6112,48363,53852,65504,41403,31032,54288,13405,12968,15404,14769,635
679,"Poinciana CDP, Florida",12,57900,65257,30309,34948,39.9,39.5,41.1,111356,6679,16810,16324,12947,17889,29120,57296,56776,30997,24163,94860,18754,22003,25796,21402,4394
680,"Pompano Beach city, Florida",12,58050,111356,57329,54027,41.8,42.2,41.7,65671,4325,5561,5686,7241,12098,29385,53737,65401,47877,36080,58527,38349,35179,61793,48363,13430
681,"Port Charlotte CDP, Florida",12,58350,65671,30857,34814,56.3,56.0,56.7,63486,6255,7183,6442,8242,9621,9846,54814,65617,48423,28856,55285,16824,19803,33195,29120,4075
682,"Port Orange city, Florida",12,58575,63486,31813,31673,47.1,47.3,46.9,26841,2601,3400,2195,4115,6962,77190,60572,76750,35221,35408,24444,20092,19026,31497,29385,2112
683,"Port St. John CDP, Florida",12,58700,26841,12274,14567,52.5,54.4,50.7,217535,15909,27617,29451,26693,31236,12618,77606,85318,49031,40068,179892,8806,10759,10570,9846,724
684,"Port St. Lucie city, Florida",12,58715,217535,108164,109371,43.1,41.1,44.5,38795,3272,4519,6598,7804,3583,10311,71381,80573,31587,35568,30646,67959,68424,84820,77190,7630
685,"Princeton CDP, Florida",12,58975,38795,19886,18909,37.2,36.9,38.1,20321,656,639,1010,962,3478,11437,69305,70757,39859,32812,19103,13662,13080,13133,12618,515
686,"Punta Gorda city, Florida",12,59200,20321,9675,10646,68.7,69.6,67.5,43334,2573,4131,8002,5326,4555,40114,81593,96801,53769,40100,32581,3610,3657,13079,10311,2768
687,"Richmond West CDP, Florida",12,60230,43334,21364,21970,38.4,36.7,40.1,114560,7704,18737,17754,16626,11892,14098,92344,93723,40044,33147,88037,12338,13279,11646,11437,209
688,"Riverview CDP, Florida",12,60950,114560,56864,57696,35.6,34.7,37.4,38069,4256,5447,4815,3973,5522,10734,81195,89329,43675,46689,31836,37859,37384,42959,40114,2845
689,"Riviera Beach city, Florida",12,60975,38069,18456,19613,39.0,39.1,39.0,28311,2218,4955,3570,3532,3201,14261,51681,68167,49048,31235,22816,12406,12253,18667,14098,4569
690,"Rockledge city, Florida",12,61500,28311,13855,14456,39.1,37.1,39.8,39042,2201,5663,4885,4618,4020,7592,81227,99402,64042,41247,30827,9494,8384,12575,10734,1841
691,"Royal Palm Beach village, Florida",12,62100,39042,18499,20543,38.7,37.2,40.6,21233,2406,3099,3280,1766,2462,19556,70985,71780,42500,41014,15937,10450,12418,14596,14261,335
692,"Ruskin CDP, Florida",12,62275,21233,10512,10721,32.7,33.1,32.5,62045,4298,9170,10487,8370,7296,111349,64400,73441,56253,35581,49864,6649,7052,9056,7592,1464
693,"St. Cloud city, Florida",12,62625,62045,32972,29073,37.1,36.6,37.8,258214,16590,41950,33209,31713,35492,25791,70876,75948,19726,35931,216896,22519,20055,20987,19556,1431
694,"St. Petersburg city, Florida",12,63000,258214,123464,134750,41.9,41.1,42.6,60676,6153,10649,9269,7204,7030,23885,64141,79734,35395,39579,49721,78242,86542,137046,111349,25697
695,"Sanford city, Florida",12,63650,60676,29668,31008,37.1,37.0,37.3,54756,4620,7209,4729,6159,6817,11651,50948,57672,56531,32720,47408,20216,21245,27946,25791,2155
696,"Sarasota city, Florida",12,64175,54756,25102,29654,47.8,46.0,49.9,25701,953,2315,2434,2767,5289,9756,70692,86052,48097,33658,22936,14049,17027,31240,23885,7355
697,"Sebastian city, Florida",12,64825,25701,12458,13243,57.7,57.2,58.4,25271,2557,1827,4444,3990,4160,10193,60225,65660,26836,47352,21502,6984,6774,13291,11651,1640
698,"Silver Springs Shores CDP, Florida",12,66175,25271,11008,14263,43.3,39.2,52.1,22262,1688,2948,2049,2385,4108,11729,53975,61898,27787,39134,19534,7203,10698,10704,9756,948
