NAME,state,place,population_total,population_male,population_female,population_median_age,population_median_age_male,population_median_age_female,population_total_2,population_18_to_24,population_25_to_34,population_35_to_44,population_45_to_54,population_55_to_64,income_household,income_household_median,income_family_median,income_nonfamily_median,earnings_median,employment_total,employment_male,employment_female,occupancy_status_total,occupancy_status_occupied,occupancy_status_vacant,City,State
"Crowley city, Texas",48,17960,20368,10568,9800,33.9,27.9,37.3,1288441.0,121452.0,240097.0,180741.0,147385.0,144370.0,10007.0,96268.0,71184.0,32355.0,40615,128401.0,6792,7000,7195,6686,509,Crowley,Texas
"Dallas city, Texas",48,19000,1288441,650475,637966,33.7,33.5,33.9,33678.0,3183.0,3560.0,6715.0,2516.0,3395.0,11867.0,52535.0,68879.0,22703.0,38704,44496.0,441111,426374,591773,536008,55765,Dallas,Texas
"Deer Park city, Texas",48,19624,33678,16414,17264,34.9,34.9,34.9,35039.0,3470.0,3952.0,3479.0,4296.0,3518.0,11138.0,52288.0,99212.0,26975.0,48288,30163.0,10657,10486,10372,10007,365,Deer Park,Texas
"Del Rio city, Texas",48,19792,35039,18387,16652,33.8,30.4,40.1,25177.0,2554.0,2603.0,1788.0,4046.0,3555.0,57963.0,64873.0,107427.0,62693.0,27316,19021.0,10903,9022,12867,11867,1000,Del Rio,Texas
"Denison city, Texas",48,19900,25177,11810,13367,45.5,36.3,48.4,148139.0,32104.0,27489.0,13325.0,19734.0,13801.0,21180.0,80418.0,80006.0,51901.0,31915,76403.0,7266,7580,12019,11138,881,Denison,Texas
"Denton city, Texas",48,19972,148139,71427,76712,31.1,31.0,31.2,55725.0,4378.0,4219.0,9008.0,7053.0,7600.0,12883.0,61983.0,67131.0,32538.0,31773,527673.0,55360,55112,61038,57963,3075,Denton,Texas
"DeSoto city, Texas",48,20092,55725,25262,30463,41.9,42.2,41.0,39800.0,2717.0,3144.0,4721.0,6178.0,5443.0,8865.0,53350.0,48525.0,33420.0,45895,15847.0,14723,18254,22055,21180,875,DeSoto,Texas
"Duncanville city, Texas",48,21628,39800,18367,21433,43.5,44.3,42.8,28598.0,1187.0,6127.0,2530.0,3291.0,2330.0,37541.0,47596.0,57116.0,45089.0,39024,48454.0,10665,12373,13429,12883,546,Duncanville,Texas
"Eagle Pass city, Texas",48,21892,28598,14648,13950,29.2,28.8,29.7,102477.0,10466.0,16662.0,13236.0,10817.0,10717.0,242529.0,51241.0,60492.0,73021.0,40360,30065.0,7832,8257,9810,8865,945,Eagle Pass,Texas
"Edinburg city, Texas",48,22660,102477,46748,55729,31.8,31.1,33.1,678422.0,72234.0,102293.0,86715.0,76414.0,74156.0,7975.0,55625.0,77236.0,32011.0,31667,16572.0,29042,34979,39973,37541,2432,Edinburg,Texas
"El Paso city, Texas",48,24000,678422,334345,344077,34.3,32.4,36.3,21239.0,1122.0,3494.0,2742.0,2103.0,2483.0,24972.0,72333.0,86353.0,28714.0,29788,62072.0,215690,216441,261779,242529,19250,El Paso,Texas
"Ennis city, Texas",48,24348,21239,11506,9733,37.8,26.3,44.8,60503.0,4999.0,11014.0,8695.0,7386.0,7690.0,16245.0,81914.0,123962.0,75078.0,37157,21171.0,5816,6615,8410,7975,435,Ennis,Texas
"Euless city, Texas",48,24768,60503,29344,31159,34.5,34.1,35.2,36450.0,2391.0,8261.0,5806.0,3371.0,4940.0,6532.0,124222.0,165761.0,26037.0,46073,26982.0,20675,21885,26493,24972,1521,Euless,Texas
"Farmers Branch city, Texas",48,25452,36450,18416,18034,35.7,35.0,37.4,25249.0,755.0,3417.0,4750.0,2374.0,1463.0,27696.0,144642.0,132953.0,45469.0,43527,712123.0,12730,12531,17914,16245,1669,Farmers Branch,Texas
"Fate city, Texas",48,25572,25249,10669,14580,32.9,32.8,33.0,78375.0,7882.0,5537.0,10250.0,14752.0,12520.0,8577.0,111151.0,51526.0,50278.0,56104,18018.0,6752,7176,6848,6532,316,Fate,Texas
"Flower Mound town, Texas",48,26232,78375,40655,37720,42.6,41.6,43.3,27259.0,3746.0,3066.0,3102.0,4902.0,2970.0,6565.0,55646.0,83911.0,59390.0,70372,32311.0,27704,25697,28382,27696,686,Flower Mound,Texas
"Forney city, Texas",48,26604,27259,14678,12581,42.0,33.8,42.3,36529.0,15012.0,6856.0,3055.0,1051.0,307.0,334286.0,68235.0,81785.0,39551.0,54961,160303.0,8738,9131,8841,8577,264,Forney,Texas
"Fort Hood CDP, Texas",48,26736,36529,24236,12293,21.9,21.8,22.7,940437.0,92688.0,146975.0,135901.0,113630.0,97407.0,7641.0,75635.0,141147.0,15254.0,26091,17819.0,19006,7810,7087,6565,522,Fort Hoo,Texas
"Fort Worth city, Texas",48,27000,940437,449770,490667,32.9,33.1,32.7,22283.0,3431.0,2396.0,4137.0,2653.0,2828.0,14887.0,128804.0,154769.0,35770.0,38691,45787.0,295374,319866,361341,334286,27055,Fort Worth,Texas
"Fresno CDP, Texas",48,27540,22283,12276,10007,35.8,34.1,38.6,43281.0,3119.0,2434.0,4770.0,8766.0,4986.0,72282.0,130118.0,124523.0,51558.0,34069,181476.0,9149,7116,7641,7641,0,Fresn,Texas
"Friendswood city, Texas",48,27648,43281,21077,22204,40.5,38.8,43.0,210735.0,15402.0,23317.0,37923.0,35915.0,18031.0,25417.0,124523.0,72443.0,51472.0,63127,60164.0,12540,13564,15318,14887,431,Friendswood,Texas
"Frisco city, Texas",48,27684,210735,103878,106857,37.1,37.4,36.5,25172.0,376.0,1912.0,5395.0,4039.0,1559.0,77777.0,48823.0,64151.0,19126.0,66138,150048.0,69487,71061,74074,72282,1792,Frisco,Texas
"Fulshear city, Texas",48,27876,25172,12661,12511,37.6,37.4,37.6,53222.0,5835.0,9338.0,6081.0,5697.0,7309.0,30207.0,61607.0,96877.0,31781.0,95296,41674.0,6592,7969,8497,8497,0,Fulshear,Texas
"Galveston city, Texas",48,28068,53222,26511,26711,39.4,38.2,40.9,241870.0,23212.0,35602.0,28350.0,31132.0,26904.0,64208.0,79601.0,77536.0,62861.0,31482,23392.0,17800,17221,35536,25417,10119,Galveston,Texas
"Garland city, Texas",48,29000,241870,116873,124997,33.1,31.4,35.4,75407.0,5598.0,10406.0,7972.0,8194.0,7229.0,20449.0,68473.0,125439.0,33272.0,31930,34352.0,74357,77440,80577,77777,2800,Garland,Texas
"Georgetown city, Texas",48,29336,75407,37538,37869,41.1,38.3,45.3,197338.0,19625.0,26090.0,26774.0,24903.0,25294.0,11741.0,97585.0,56879.0,76832.0,42009,25794.0,19656,20514,31605,30207,1398,Georgetown,Texas
"Grand Prairie city, Texas",48,30464,197338,96783,100555,34.1,33.0,35.0,50877.0,4688.0,7839.0,6197.0,7205.0,7802.0,16468.0,45536.0,60842.0,63457.0,34179,54194.0,63002,67296,67743,64208,3535,Grand Prairie,Texas
"Grapevine city, Texas",48,30644,50877,27335,23542,36.8,36.2,39.5,29573.0,2492.0,6836.0,2867.0,2718.0,3761.0,11415.0,55473.0,76991.0,41199.0,58153,15589.0,19013,16297,21734,20449,1285,Grapevine,Texas
"Greenville city, Texas",48,30920,29573,14328,15245,32.8,30.4,39.6,45743.0,4357.0,7692.0,6414.0,6147.0,4127.0,27051.0,67174.0,56977.0,46213.0,31679,1816331.0,9187,9779,13504,11741,1763,Greenville,Texas
"Haltom City city, Texas",48,31928,45743,24149,21594,32.7,32.2,32.9,33544.0,3340.0,4781.0,5531.0,3373.0,3211.0,924981.0,50861.0,70737.0,40617.0,36560,18008.0,16351,13815,17587,16468,1119,Haltom City,Texas
"Harker Heights city, Texas",48,32312,33544,16735,16809,32.8,33.0,32.5,71928.0,3833.0,10148.0,8645.0,6576.0,8682.0,8586.0,64663.0,61795.0,87607.0,29260,39665.0,10980,10756,11880,11415,465,Harker Heights,Texas
"Harlingen city, Texas",48,32372,71928,36352,35576,36.7,32.7,41.7,22530.0,1888.0,4722.0,4143.0,2078.0,1734.0,13871.0,55499.0,42422.0,91106.0,30863,29572.0,19964,20772,30752,27051,3701,Harlingen,Texas
"Horizon City city, Texas",48,34832,22530,11861,10669,29.9,27.2,31.6,2287047.0,228237.0,390310.0,349067.0,269765.0,239238.0,14716.0,44148.0,79219.0,27422.0,30946,24305.0,7795,7354,7319,6508,811,Horizon City,Texas
"Houston city, Texas",48,35000,2287047,1124951,1162096,34.8,34.7,35.0,22835.0,1704.0,5221.0,3563.0,2384.0,2402.0,9574.0,27153.0,104704.0,37383.0,33364,192072.0,772846,765525,1028763,924981,103782,Houston,Texas
"Humble city, Texas",48,35348,22835,11670,11165,32.8,32.5,33.5,46291.0,14492.0,7694.0,5728.0,2734.0,3454.0,95309.0,65677.0,80410.0,35281.0,32096,35485.0,8200,7887,9119,8586,533,Humble,Texas
"Huntsville city, Texas",48,35528,46291,25917,20374,27.6,31.6,22.4,40045.0,2764.0,4302.0,6445.0,4670.0,5643.0,15575.0,101071.0,152648.0,34344.0,20352,20423.0,20540,13926,16578,13871,2707,Huntsville,Texas
"Hurst city, Texas",48,35576,40045,20209,19836,36.8,36.7,36.9,30853.0,1918.0,4293.0,6501.0,3771.0,3189.0,11412.0,70340.0,67281.0,24561.0,37370,111134.0,12738,12271,15485,14716,769,Hurst,Texas
"Hutto city, Texas",48,35624,30853,14647,16206,36.8,37.5,34.9,254190.0,23980.0,50490.0,39092.0,29636.0,21472.0,57875.0,147804.0,60839.0,67306.0,51145,20442.0,9992,11290,9812,9574,238,Hutto,Texas
"Irving city, Texas",48,37000,254190,126296,127894,32.0,32.5,31.6,45404.0,3690.0,2412.0,5289.0,8285.0,7557.0,9725.0,56167.0,47034.0,32200.0,41177,40299.0,87521,83578,100800,95309,5491,Irving,Texas
"Keller city, Texas",48,38632,45404,23290,22114,45.1,44.0,46.3,24476.0,2082.0,3343.0,2868.0,2037.0,3291.0,18122.0,51619.0,93235.0,17168.0,65410,20705.0,14905,13628,16505,15575,930,Keller,Texas
"Kerrville city, Texas",48,39040,24476,10755,13721,41.2,44.3,40.7,156260.0,16569.0,26818.0,24306.0,15632.0,12842.0,10812.0,44224.0,95983.0,47532.0,28812,17363.0,6472,7871,12004,11412,592,Kerrville,Texas
"Killeen city, Texas",48,39148,156260,74058,82202,29.5,28.6,30.2,25560.0,6392.0,3653.0,2871.0,1829.0,1697.0,8180.0,83927.0,169385.0,-666666666.0,32488,15443.0,47233,53692,63491,57875,5616,Killeen,Texas
"Kingsville city, Texas",48,39352,25560,12108,13452,25.9,25.4,27.3,51786.0,4914.0,9038.0,7793.0,6633.0,6872.0,7536.0,81273.0,105768.0,17887.0,21910,29571.0,8815,8337,11464,9725,1739,Kingsville,Texas
"Kyle city, Texas",48,39952,51786,25397,26389,34.6,35.3,34.3,27880.0,2771.0,5047.0,3258.0,3285.0,3448.0,12953.0,164240.0,61544.0,250001.0,44154,29227.0,19112,17236,18894,18122,772,Kyle,Texas
"Lake Jackson city, Texas",48,40588,27880,14395,13485,30.8,28.2,33.9,22086.0,1321.0,628.0,1939.0,4907.0,3157.0,13929.0,90071.0,81227.0,57190.0,45480,185708.0,9277,8942,11379,10812,567,Lake Jackson,Texas
"Lakeway city, Texas",48,40984,22086,11229,10857,49.2,47.2,50.0,19516.0,2637.0,2539.0,2700.0,2354.0,2721.0,76095.0,57708.0,56250.0,61454.0,91141,88048.0,6813,6156,8855,8180,675,Lakeway,Texas
"La Marque city, Texas",48,41116,19516,9683,9833,37.1,39.4,35.1,40729.0,3595.0,6137.0,5242.0,5929.0,3858.0,44419.0,67188.0,130967.0,41479.0,39934,50960.0,6990,6034,7581,7536,45,La Marque,Texas
"Lancaster city, Texas",48,41212,40729,18458,22271,32.1,30.0,35.2,35967.0,4496.0,4475.0,5043.0,3369.0,5520.0,24031.0,52438.0,129478.0,27616.0,30395,91947.0,11087,14521,13157,12953,204,Lancaster,Texas
"La Porte city, Texas",48,41440,35967,17733,18234,38.6,36.0,39.9,258014.0,29854.0,35055.0,32289.0,30706.0,23348.0,46897.0,101382.0,87067.0,55165.0,39167,37180.0,10733,12630,14088,13929,159,La Porte,Texas
"Laredo city, Texas",48,41464,258014,127451,130563,29.8,29.1,30.3,114664.0,6994.0,13655.0,19185.0,17082.0,12165.0,17514.0,120165.0,123139.0,61861.0,27874,63444.0,79978,80122,82105,76095,6010,Laredo,Texas
"League City city, Texas",48,41980,114664,56349,58315,38.2,38.4,38.1,68993.0,4251.0,7301.0,11407.0,14007.0,8371.0,31072.0,75915.0,67226.0,73001.0,61665,207548.0,35634,36717,45107,44419,688,League City,Texas
"Leander city, Texas",48,42016,68993,33227,35766,38.2,39.2,37.8,112853.0,9808.0,24580.0,16303.0,13218.0,13429.0,104426.0,107425.0,71422.0,46931.0,51158,26779.0,22937,24161,24692,24031,661,Leander,Texas
"Lewisville city, Texas",48,42508,112853,54197,58656,34.6,33.8,35.2,51053.0,3146.0,4965.0,10589.0,8250.0,4933.0,13789.0,51209.0,56810.0,34548.0,43891,109901.0,37161,42134,49094,46897,2197,Lewisville,Texas
"Little Elm city, Texas",48,43012,51053,25764,25289,36.5,36.9,35.7,81877.0,9783.0,10718.0,10780.0,8716.0,9465.0,48438.0,54747.0,68580.0,48339.0,57048,153362.0,17109,17154,17974,17514,460,Little Elm,Texas
"Longview city, Texas",48,43888,81877,39577,42300,34.5,33.4,35.3,260990.0,48720.0,36698.0,32682.0,24926.0,23972.0,73357.0,39864.0,115637.0,31910.0,30337,59002.0,24792,27220,35008,31072,3936,Longview,Texas
"Lubbock city, Texas",48,45000,260990,126426,134564,30.0,29.2,30.9,34075.0,2975.0,5253.0,3318.0,4174.0,4065.0,25327.0,57359.0,105833.0,31984.0,30594,21413.0,85208,89503,113800,104426,9374,Lubbock,Texas
"Lufkin city, Texas",48,45072,34075,16797,17278,37.1,33.5,40.0,143922.0,14363.0,20872.0,19507.0,19255.0,11500.0,9768.0,98317.0,63498.0,52528.0,26928,112418.0,10138,10755,15092,13789,1303,Lufkin,Texas
"McAllen city, Texas",48,45384,143922,69887,74035,33.9,32.5,35.6,202680.0,15046.0,24892.0,36676.0,29960.0,20894.0,52023.0,91255.0,66809.0,49786.0,31166,99350.0,44660,46292,53023,48438,4585,McAllen,Texas
"McKinney city, Texas",48,45744,202680,99984,102696,37.0,36.0,38.2,74106.0,5735.0,8378.0,11640.0,10805.0,8915.0,52898.0,59611.0,92105.0,35426.0,59195,27352.0,64888,67904,76364,73357,3007,McKinney,Texas
"Mansfield city, Texas",48,46452,74106,38086,36020,38.6,37.4,41.1,27789.0,3294.0,3501.0,4037.0,2809.0,2124.0,12343.0,60957.0,123367.0,20872.0,42572,65416.0,25530,23857,26120,25327,793,Mansfield,Texas
"Marshall city, Texas",48,46776,27789,12599,15190,32.9,29.1,35.9,148087.0,15630.0,22775.0,18107.0,17238.0,16987.0,28128.0,72038.0,68498.0,30424.0,27701,29027.0,7572,9547,10797,9768,1029,Marshall,Texas
"Mesquite city, Texas",48,47892,148087,69481,78606,32.8,31.9,34.8,131292.0,11715.0,27335.0,19262.0,12925.0,10915.0,11589.0,120705.0,57928.0,69510.0,34405,62131.0,45796,50231,55252,52023,3229,Mesquite,Texas
"Midland city, Texas",48,48072,131292,64931,66361,31.9,32.0,31.8,37050.0,2367.0,4758.0,6079.0,5629.0,3198.0,29801.0,57749.0,98193.0,75393.0,40710,15691.0,45690,40767,56593,52898,3695,Midland,Texas
"Midlothian city, Texas",48,48096,37050,16963,20087,36.0,36.5,34.7,86215.0,10537.0,10605.0,12438.0,9318.0,9645.0,6448.0,56476.0,146549.0,71867.0,68053,26893.0,11370,11865,12674,12343,331,Midlothian,Texas
"Mission city, Texas",48,48768,86215,42469,43746,33.1,33.9,32.7,34842.0,3697.0,3472.0,4126.0,4962.0,4954.0,13397.0,81451.0,56640.0,41964.0,32241,14869.0,28333,26539,32749,28128,4621,Mission,Texas
"Mission Bend CDP, Texas",48,48772,34842,17674,17168,41.1,36.3,41.8,76462.0,5561.0,9877.0,9094.0,8812.0,13627.0,7826.0,146179.0,96501.0,16296.0,31119,76262.0,11263,11940,11968,11589,379,Mission Ben,Texas
"Missouri City city, Texas",48,48804,76462,35869,40593,42.0,39.5,43.1,23201.0,1316.0,1155.0,3832.0,3593.0,2169.0,37815.0,37436.0,93324.0,47321.0,36975,57731.0,22533,26585,31024,29801,1223,Missouri City,Texas
"Murphy city, Texas",48,50100,23201,10733,12468,39.2,40.9,38.3,32113.0,9499.0,3804.0,3010.0,2164.0,3093.0,26937.0,72201.0,88564.0,52019.0,53411,87843.0,6580,6462,6448,6448,0,Murphy,Texas
"Nacogdoches city, Texas",48,50256,32113,16169,15944,26.6,24.0,30.1,20165.0,1325.0,3731.0,2762.0,1706.0,2424.0,48530.0,89073.0,80355.0,65534.0,20438,19414.0,11025,11107,15012,13397,1615,Nacogdoches,Texas
"Nederland city, Texas",48,50580,20165,9537,10628,32.0,30.9,33.3,96630.0,9811.0,14005.0,15388.0,12453.0,8542.0,10257.0,78496.0,36175.0,70014.0,47096,114531.0,5614,6494,8022,7826,196,Nederland,Texas
"New Braunfels city, Texas",48,50820,96630,48877,47753,37.0,33.9,38.2,70212.0,5430.0,9637.0,8288.0,9794.0,9752.0,50598.0,61964.0,67268.0,83121.0,37185,92024.0,31704,30754,41529,37815,3714,New Braunfels,Texas
"North Richland Hills city, Texas",48,52356,70212,36285,33927,41.2,36.5,45.9,116436.0,12666.0,18272.0,17529.0,14828.0,8767.0,43012.0,31775.0,123053.0,82745.0,40161,19531.0,23459,21482,27961,26937,1024,North Richland Hills,Texas
"Odessa city, Texas",48,53388,116436,61019,55417,32.0,31.0,32.6,24402.0,1999.0,3070.0,1882.0,3673.0,2752.0,6948.0,60939.0,136419.0,60514.0,41836,50555.0,39460,36585,52217,48530,3687,Odessa,Texas
"Paris city, Texas",48,55080,24402,10937,13465,39.8,32.2,46.7,148629.0,13500.0,22954.0,18652.0,16563.0,18208.0,23875.0,103227.0,113627.0,54947.0,27286,57283.0,6325,7859,12015,10257,1758,Paris,Texas
"Pasadena city, Texas",48,56000,148629,70612,78017,34.7,35.0,34.5,120694.0,8077.0,17511.0,17475.0,14608.0,13070.0,24797.0,135704.0,33978.0,76762.0,31726,15251.0,45829,48653,54028,50598,3430,Pasadena,Texas
"Pearland city, Texas",48,56348,120694,56054,64640,36.1,34.9,36.9,23707.0,1541.0,4576.0,2988.0,1631.0,3686.0,8092.0,103687.0,56585.0,42326.0,61656,231608.0,34290,40177,44576,43012,1564,Pearland,Texas
"Pecan Grove CDP, Texas",48,56482,23707,10753,12954,35.4,38.1,32.4,66700.0,3682.0,7290.0,12868.0,11817.0,6805.0,108472.0,32217.0,114531.0,43440.0,52385,42664.0,7585,8259,7594,6948,646,Pecan Grov,Texas
"Pflugerville city, Texas",48,57176,66700,32941,33759,38.0,37.8,38.1,79697.0,9597.0,9204.0,11214.0,7505.0,5868.0,20838.0,42231.0,50217.0,72073.0,50971,16034.0,23028,21650,25056,23875,1181,Pflugerville,Texas
"Pharr city, Texas",48,57200,79697,37251,42446,30.1,30.2,30.0,20401.0,3325.0,2425.0,1686.0,2875.0,2048.0,7031.0,95002.0,95417.0,45751.0,25027,24670.0,22650,24381,27974,24797,3177,Pharr,Texas
"Plainview city, Texas",48,57980,20401,9250,11151,28.5,29.2,28.3,287037.0,27197.0,38893.0,44661.0,39765.0,38199.0,10694.0,45258.0,143750.0,30268.0,30908,94122.0,6150,6619,8566,8092,474,Plainview,Texas
"Plano city, Texas",48,58016,287037,142641,144396,38.3,37.3,39.1,55634.0,5977.0,7015.0,6356.0,7062.0,5320.0,45148.0,94669.0,102494.0,43033.0,51767,41587.0,98512,97851,114797,108472,6325,Plano,Texas
"Port Arthur city, Texas",48,58820,55634,28147,27487,35.5,34.0,36.8,23151.0,1589.0,5569.0,3167.0,2030.0,2169.0,19594.0,144120.0,129808.0,50967.0,29326,30754.0,15976,17320,24318,20838,3480,Port Arthur,Texas
"Princeton city, Texas",48,59576,23151,11732,11419,28.5,28.6,27.9,36106.0,1738.0,4999.0,5883.0,6712.0,2136.0,16630.0,85580.0,37514.0,51450.0,40784,100568.0,7318,7884,7031,7031,0,Princeton,Texas
"Prosper town, Texas",48,59696,36106,19363,16743,33.4,31.6,33.7,116369.0,13956.0,18579.0,14120.0,15704.0,12542.0,49740.0,112491.0,96093.0,37977.0,63369,52043.0,11144,11671,11367,10694,673,Prosper,Texas
"Richardson city, Texas",48,61796,116369,56624,59745,35.7,35.4,35.8,49665.0,3650.0,8330.0,4335.0,8333.0,5565.0,22484.0,62911.0,120523.0,54281.0,45297,22472.0,38463,38886,47008,45148,1860,Richardson,Texas
"Rockwall city, Texas",48,62828,49665,25486,24179,39.8,35.4,45.3,39464.0,5924.0,6218.0,6240.0,3977.0,3585.0,9568.0,79649.0,123057.0,40376.0,55934,18509.0,16781,15824,20160,19594,566,Rockwall,Texas
"Rosenberg city, Texas",48,63284,39464,19505,19959,30.0,35.8,27.7,127130.0,12797.0,18193.0,21102.0,16543.0,12158.0,8571.0,104960.0,100222.0,50506.0,33107,79426.0,13698,12822,18301,16630,1671,Rosenberg,Texas
"Round Rock city, Texas",48,63500,127130,62833,64297,35.3,34.8,36.2,61652.0,6476.0,7071.0,7027.0,10798.0,10224.0,39065.0,119038.0,68311.0,44392.0,45122,1135774.0,44143,42103,51290,49740,1550,Round Rock,Texas
"Rowlett city, Texas",48,63572,61652,30817,30835,43.6,41.8,44.3,27909.0,2317.0,1512.0,4856.0,5781.0,3670.0,549245.0,93263.0,66015.0,47533.0,45712,19059.0,22936,20823,23277,22484,793,Rowlett,Texas
"Sachse city, Texas",48,64064,27909,14311,13598,43.6,43.7,43.5,24014.0,1727.0,2750.0,3931.0,1908.0,3666.0,8377.0,60030.0,54876.0,58576.0,56753,25748.0,10048,8983,9568,9568,0,Sachse,Texas
"Saginaw city, Texas",48,64112,24014,11387,12627,38.9,38.6,39.0,101063.0,12679.0,14084.0,13509.0,10714.0,10390.0,10774.0,54923.0,45419.0,38586.0,41898,58190.0,6815,7747,8571,8571,0,Saginaw,Texas
"San Angelo city, Texas",48,64472,101063,50227,50836,34.8,33.3,36.3,1451863.0,153097.0,234808.0,201774.0,166436.0,151407.0,27015.0,48022.0,47238.0,28856.0,30595,34415.0,32814,30981,45230,39065,6165,San Angelo,Texas
"San Antonio city, Texas",48,65000,1451863,715140,736723,34.1,33.3,35.0,24774.0,3030.0,2814.0,2450.0,2548.0,2755.0,16149.0,43354.0,101160.0,49191.0,32058,20920.0,473814,472416,603670,549245,54425,San Antonio,Texas
"San Benito city, Texas",48,65036,24774,13650,11124,35.7,31.8,40.4,35582.0,4480.0,3947.0,4203.0,4083.0,3811.0,7543.0,36080.0,51666.0,51171.0,23457,26318.0,8588,5565,8898,8377,521,San Benito,Texas
"San Juan city, Texas",48,65516,35582,19646,15936,31.1,27.4,35.8,68578.0,24413.0,11816.0,6770.0,4078.0,4066.0,10724.0,92078.0,67851.0,74912.0,24715,36068.0,10935,10541,11582,10774,808,San Juan,Texas
